date,ticker,news,close_price
2015-03-26,TSLA,"For Hardware Makers, Sharing Their Secrets Is Now Part of the Business Plan",12.694000244140625
2015-04-27,TSLA,"Apple Earnings, Automaker Results and New Products From Tesla",15.436667442321777
2015-04-28,TSLA,Elon Musk’s Ex-Wife on What It Takes to Be a Mogul,15.36533260345459
2015-05-01,TSLA,Tesla Ventures Into Solar Power Storage for Home and Business,15.0686674118042
2015-05-01,TSLA,Tesla’s Home Battery System,15.0686674118042
2015-05-01,TSLA,Who Is Tesla’s Home Battery For?,15.0686674118042
2015-05-07,TSLA,"Losses Widen at Tesla, but Company Says Production Is on Track ",15.786666870117188
2015-05-12,TSLA,"‘Elon Musk,’ by Ashlee Vance",16.31599998474121
2015-05-12,TSLA,"‘Elon Musk,’ a Biography by Ashlee Vance, Paints a Driven Portrait",16.31599998474121
2015-06-15,TSLA,Elon Musk Wants Your Hyperloop Ideas,16.691999435424805
2015-06-15,TSLA,Elon Musk Wants Your Hyperloop Ideas,16.691999435424805
2015-08-05,TSLA,"Tesla Motors Trims Delivery Outlook, Sending Stock Down",18.0086669921875
2015-08-12,TSLA,"Betting on a Smooth Ride, Investors Flock to Tesla ",15.878000259399414
2015-08-26,TSLA,The Tesla Cheerleader,14.989333152770996
2015-09-28,TSLA,"Data on Spending, Trevor Noah Starts and Tesla Unveils an S.U.V.",16.562000274658203
2015-09-30,TSLA,"Tesla Delivers Model X, Its First Sport Utility Vehicle",16.559999465942383
2015-10-09,TSLA,Musk disses Apple,14.712667465209961
2015-10-15,TSLA,Tesla Adds High-Speed Autonomous Driving to Its Bag of Tricks,14.753999710083008
2015-11-04,TSLA,"Elon Musk Says Never Mind the Hiccups, Tesla Is on Track",15.442000389099121
2016-01-14,TSLA,"From Tesla, a New Car Smell That Vegans Can Get Behind",13.745332717895508
2016-04-01,TSLA,Tesla’s New Model 3 Jump-Starts Demand for Electric Cars,15.839332580566406
2016-04-01,TSLA,Tesla Model 3 Orders Surge Even Before Its Unveiling,15.839332580566406
2016-04-01,TSLA,Tesla Reveals a Lower-Priced Car,15.839332580566406
2016-04-01,TSLA,Tesla Unveils the Model 3,15.839332580566406
2016-04-07,TSLA,"Tesla’s Model 3 Already Has 325,000 Preorders",17.14666748046875
2016-05-05,TSLA,Tesla Says It Will Sharply Ramp Up Production of Model 3,14.10200023651123
2016-05-19,TSLA,Tesla to Sell $2 Billion in Shares to Bolster Model 3 Output,14.347332954406738
2016-06-01,TSLA,Tesla Comes to Brooklyn,14.637332916259766
2016-06-09,TSLA,Tesla Model S Suspension Failures Under Scrutiny by Safety Agency,15.290666580200195
2016-06-10,TSLA,"For Tesla Owner, Losing a Wheel Was Just the First Surprise",14.586000442504883
2016-06-22,TSLA,Tesla’s Plan to Buy SolarCity Has Major Flaws,13.11066722869873
2016-06-22,TSLA,Elon Musk Aims to Shore Up SolarCity by Having Tesla Buy It,13.11066722869873
2016-06-22,TSLA,Morning Agenda: Elon Musk Wants to Merge SolarCity With Tesla,13.11066722869873
2016-06-23,TSLA,Testing the Clean-Energy Logic of a Tesla-SolarCity Merger,13.09333324432373
2016-06-29,TSLA,"Joshua Brown, Who Died in Self-Driving Accident, Tested Limits of His Tesla",14.012666702270508
2016-06-29,TSLA,A Fatality Forces Tesla to Confront Its Limits,14.012666702270508
2016-06-30,TSLA,"Self-Driving Tesla Was Involved in Fatal Crash, U.S. Says",14.152000427246094
2016-07-12,TSLA,"As U.S. Investigates Fatal Tesla Crash, Company Defends Autopilot System",14.976667404174805
2016-07-13,TSLA,"The Tesla Experiment: Drive, It Said",14.835332870483398
2016-07-20,TSLA,Farhad’s and Mike’s Week in Tech: The Master Plans of SoftBank and Elon Musk,15.223999977111816
2016-07-21,TSLA,"Elon Musk, a Serial Entrepreneur",14.699999809265137
2016-07-21,TSLA,Elon Musk of Tesla Sticks to Mission Despite Setbacks,14.699999809265137
2016-07-21,TSLA,Morning Agenda: Tesla’s New Grand Plan,14.699999809265137
2016-07-21,TSLA,"Elon Musk’s Tesla Plan: More Models, More Self-Driving",14.699999809265137
2016-07-21,TSLA,Elon Musk’s Futuristic Plans Give Shareholders Cause to Worry,14.699999809265137
2016-07-25,TSLA,Morning Agenda: Verizon Is to Buy Yahoo’s Core Business,15.333999633789062
2016-07-29,TSLA,"Tesla Faults Brakes, but Not Autopilot, in Fatal Crash",15.652667045593262
2016-08-01,TSLA,"Theranos Damage Control, Tesla Earnings and the Jobs Report",15.333999633789062
2016-08-01,TSLA,"In Tesla and SolarCity Deal, a Glimpse of Musk’s Clean-Energy Aspirations",15.333999633789062
2016-08-01,TSLA,Tesla-SolarCity Deal Could Distract the Carmaker,15.333999633789062
2016-08-03,TSLA,Tesla’s Big Loss Reflects Its Costly Ambitions,15.052666664123535
2016-08-04,TSLA,"Everyone Despises SolarCity Deal, Except Tesla Shareholders",15.37399959564209
2016-08-10,TSLA,Elon Musk’s Long-Term Vision,15.043333053588867
2016-09-01,TSLA,"Big Carmakers Merge, Cautiously, Into the Self-Driving Lane",13.38466739654541
2016-09-02,TSLA,Lawyers Burnish Tesla’s Deal for SolarCity,13.185333251953125
2016-09-06,TSLA,"Elon Musk’s Solar Vision, Up for a Dicey Vote",13.522000312805176
2016-09-08,TSLA,Elon Musk Says Pending Tesla Updates Could Have Prevented Fatal Crash,13.157333374023438
2016-09-13,TSLA,Ford’s Driverless Car Plan: Embrace Tech and Go Slow,13.069999694824219
2016-09-14,TSLA,Autopilot Cited in Death of Chinese Tesla Driver,13.093999862670898
2016-09-14,TSLA,How Did G.M. Create Tesla’s Dream Car First?,13.093999862670898
2016-09-20,TSLA,How Tesla and Apple Could Be Good for Each Other,13.642666816711426
2016-09-23,TSLA,Tesla Upgrades Autopilot in Cars on the Road,13.829999923706055
2016-10-20,TSLA,"Tesla Will Make Its Cars Fully Self-Driving, but Not Turn the System On Yet",13.273332595825195
2016-10-20,TSLA,Apple and Tesla to Report Earnings,13.273332595825195
2016-10-27,TSLA,Tesla Motors Profit Surprises Investors Ahead of Merger Vote,13.600666999816895
2016-11-04,TSLA,Tesla’s Bid for SolarCity Gets Support From Shareholder Adviser,12.704000473022461
2016-11-07,TSLA,Power Couple: Tie-Up Shows How Batteries and Solar May Link,12.880666732788086
2016-11-08,TSLA,Silicon Valley Style Puts Gloss on Tesla’s Bid for SolarCity,12.996000289916992
2016-11-17,TSLA,Tesla and SolarCity Shareholders Approve Merger,12.577333450317383
2016-11-18,TSLA,Elon Musk Faces Epic Juggling Act After Tesla-SolarCity Deal,12.334667205810547
2016-11-18,TSLA,"Morning Agenda: Drug Kickback Charges, Unqualified Princelings, Tesla-SolarCity Vote",12.334667205810547
2016-12-06,TSLA,"Want to Bring Back Jobs, Mr. President-Elect? Call Elon Musk",12.390000343322754
2016-12-06,TSLA,"Morning Agenda: Italy Adds to Unknowns, Paging Elon Musk, Elliott’s Diplomacy",12.390000343322754
2016-12-13,TSLA,"When Trump Meets Tech Leaders, Jobs Will Be on the Agenda",13.210000038146973
2017-01-20,TSLA,Tesla’s Self-Driving System Cleared in Deadly Crash,16.315332412719727
2017-01-26,TSLA,"Elon Musk Has Trump’s Ear, and Wall Street Takes Note",16.833999633789062
2017-01-26,TSLA,China’s Answer to Tesla Is Hopeful Entrant to Global Car Market,16.833999633789062
2017-01-27,TSLA,Daily Report: Elon Musk’s Unlikely Bond With Donald Trump,16.863332748413086
2017-03-17,TSLA,Tesla’s $1 Billion Cash Raise May Fall Short,17.433332443237305
2017-03-28,TSLA,Tencent of China Takes 5 Percent Stake in Tesla,18.496667861938477
2017-04-03,TSLA,Tesla Reports Jump in Vehicle Production but Aims for Much More,19.90133285522461
2017-04-04,TSLA,Tesla Passes Ford in Market Value as Investors Bet on the Future,20.246667861938477
2017-04-06,TSLA,Tesla Has Something Hotter Than Cars to Sell: Its Story,19.913333892822266
2017-04-10,TSLA,"Tesla Hits a New Milestone, Passing G.M. in Valuation",20.826000213623047
2017-04-11,TSLA,Tesla’s Rise on a Wave of Shareholder Optimism,20.58066749572754
2017-04-12,TSLA,Tesla’s Market Surge Has Even Fans Looking for Feet of Clay,19.78933334350586
2017-05-03,TSLA,"Tesla, Reporting Bigger Loss, Emphasizes Gains in Production and Sales",20.73466682434082
2017-06-06,TSLA,G.M. and Tesla Shareholders Rebuff Dissidents’ Proposals,23.523332595825195
2017-07-03,TSLA,"Tesla’s First Mass-Market Car, the Model 3, Hits Production This Week",23.507999420166016
2017-07-06,TSLA,Tesla Loses No. 1 Spot in Market Value Among U.S. Automakers,20.588666915893555
2017-07-06,TSLA,"Mosul, G-20, Tesla: Your Morning Briefing",20.588666915893555
2017-07-07,TSLA,Tesla to Install World’s Largest Lithium-Ion Battery in Australia. Also: Reactions to North Korea.,20.881332397460938
2017-07-20,TSLA,29 Minutes From New York to Washington? Elon Musk Teases a New Hyperloop,21.994667053222656
2017-07-26,TSLA,"In Pivotal Moment, Tesla Unveils Its First Mass-Market Sedan",22.92333221435547
2017-08-02,TSLA,Elon Musk Reassures Investors as Tesla Ramps Up Model 3 Output,21.72599983215332
2017-08-07,TSLA,Why Tesla Motors Is Fueling Up on Debt,23.67799949645996
2017-09-12,TSLA,"Tesla Boosts Car Battery Power During Irma, Raising Questions of Control",24.183332443237305
2017-10-11,TSLA,Tesla Fires Hundreds of Workers,23.639999389648438
2017-10-27,TSLA,"Tesla’s Tiered Pricing Is a Hurdle, but a Fair One",21.391332626342773
2017-11-01,TSLA,Tesla’s Elon Musk Reassures Investors Over Model 3 Delays,21.405332565307617
2017-11-07,TSLA,A.I. Researchers Leave Elon Musk Lab to Begin Robotics Start-Up,20.40333366394043
2017-11-07,TSLA,Tesla’s Dangerous Sprint Into the Future,20.40333366394043
2017-11-17,TSLA,Tesla Unveils an Electric Rival to Semi Trucks,21.003332138061523
2017-11-30,TSLA,Australia Powers Up the World’s Biggest Battery — Courtesy of Elon Musk,20.59000015258789
2017-12-27,TSLA,"Tesla the Car Is a Household Name. Long Ago, So Was Nikola Tesla.",20.775999069213867
2018-01-02,TSLA,What’s on TV Tuesday: ‘Tesla’s Death Ray’ and Near East Relief,21.368667602539062
2018-01-04,TSLA,"Tesla Reports New Setback for Model 3, With Output Lagging",20.974666595458984
2018-01-11,TSLA,"Electric Vehicle Tax Credit Survives, but G.M. and Tesla Aren’t Cheering",22.530000686645508
2018-01-23,TSLA,Tesla’s Targets for Elon Musk Would Put His Pay in Orbit,23.519332885742188
2018-01-23,TSLA,Tesla’s Elon Musk May Have Boldest Pay Plan in Corporate History,23.519332885742188
2018-02-07,TSLA,DealBook Briefing: Tesla’s Mass Market Hopes May Remain Elusive,23.0
2018-02-07,TSLA,"Tesla Model 3, Elon Musk’s Grail, Remains a Costly Pursuit",23.0
2018-02-07,TSLA,"North Korea, Tesla, Taiwan: Your Thursday Briefing",23.0
2018-02-09,TSLA,"Farhad’s Week in Tech: HomePod Whiffs, but Elon Musk Does Not",20.69466781616211
2018-02-12,TSLA,SpaceX and Tesla Go Into Orbit,21.048667907714844
2018-03-06,TSLA,"Porsche Positions Itself Against Tesla, on the Road and Beside It",21.8799991607666
2018-03-23,TSLA,Elon Musk Joins #DeleteFacebook With a Barrage of Tweets,20.1026668548584
2018-03-28,TSLA,Fatal Tesla Crash Raises New Questions About Autopilot System,17.185333251953125
2018-03-29,TSLA,Tesla Looked Like the Future. Now Some Ask if It Has One.,17.742000579833984
2018-04-02,TSLA,Elon Musk Makes Light of Tesla’s Troubles in April Fool’s Tweets,16.832000732421875
2018-04-03,TSLA,"For Tesla, ‘Production Hell’ Looks Like the Reality of the Car Business",17.8353328704834
2018-04-04,TSLA,Tesla’s Manufacturing ‘Hell’ Won’t Slow Down Electric Cars,19.12933349609375
2018-04-05,TSLA,"With Tesla in a Danger Zone, Can Model 3 Carry It to Safety?",20.381332397460938
2018-04-16,TSLA,"Noam Chomsky, Elon Musk and Ayn Rand Walk Into a Puppet Show",19.413999557495117
2018-04-17,TSLA,Tesla to Halt Production of Model 3 Cars Temporarily,19.179332733154297
2018-04-20,TSLA,Tesla Factory Safety Under Scrutiny After Worker Is Injured,19.349332809448242
2018-04-24,TSLA,"In This Space Race, Jeff Bezos and Elon Musk Are Competing to Take You There",18.8973331451416
2018-04-26,TSLA,"Closing Arguments in AT&T Trial, and Jobs Numbers Will Be Released",19.031999588012695
2018-05-02,TSLA,Even Tesla Seems Worried It’s Consuming Too Much Cash: DealBook Briefing,20.07666778564453
2018-05-02,TSLA,"Tesla Is Still Burning Cash, but Elon Musk Sees a Turning Point",20.07666778564453
2018-05-03,TSLA,"Trade, Tariffs and Tesla’s Conference Call: DealBook Briefing",18.963333129882812
2018-05-03,TSLA,"Elon Musk Rejects ‘Boring, Bonehead Questions,’ and Tesla’s Stock Slides",18.963333129882812
2018-05-04,TSLA,California Today: Xavier Becerra on California vs. Trump,19.606000900268555
2018-05-07,TSLA,"Elon Musk Wants to Fill Warren Buffett’s ‘Moat’ With Candy, but It Still Holds Water",20.184667587280273
2018-05-15,TSLA,California Today: San Francisco Nurses Protest the Zuckerberg Hospital’s Name,18.94533348083496
2018-05-22,TSLA,"Tesla Model 3 Goes Upscale, and Base-Price Buyers Must Wait",18.333999633789062
2018-05-23,TSLA,"Elon Musk, the Donald of Silicon Valley",18.60466766357422
2018-05-24,TSLA,Elon Musk Declares War on the Media: DealBook Briefing,18.523332595825195
2018-05-24,TSLA,"Why Is Elon Musk Attacking the Media? We Explain. (Also, Give Us a Good Rating!)",18.523332595825195
2018-05-30,TSLA,"Tesla Fixes Model 3 Flaw, Getting Consumer Reports to Change Review",19.447999954223633
2018-05-31,TSLA,Apple Developers Gather and Trump Meets World Leaders,18.98200035095215
2018-05-31,TSLA,Elon Musk: More Than an Electric Car Salesman,18.98200035095215
2018-06-05,TSLA,Tesla Turns Back Rare Challenge From Shareholders,19.408666610717773
2018-06-05,TSLA,Proposals Challenging Musk’s Control of Tesla Fail: DealBook Briefing,19.408666610717773
2018-06-06,TSLA,"Mark Zuckerberg, Elon Musk and the Feud Over Killer Robots",21.299999237060547
2018-06-12,TSLA,"Elon Musk, in Search of Profit, Cuts Tesla’s Work Force",22.851333618164062
2018-06-13,TSLA,Tesla Is Coming to Its Financial Senses. That Has Its Own Risks.,22.985332489013672
2018-06-19,TSLA,Elon Musk Accuses Tesla Employee of Sabotage,23.503332138061523
2018-06-27,TSLA,Inside Tesla’s Audacious Push to Reinvent the Way Cars Are Made,22.96666717529297
2018-07-02,TSLA,Tesla Achieves a Key Weekly Goal for Producing Its Model 3,22.33799934387207
2018-07-05,TSLA,Elon Musk Thinks a Mini-Submarine Could Help in Thai Cave Rescue,20.610666275024414
2018-07-10,TSLA,"Tesla’s Latest Aim: Build 500,000 Cars a Year in China",21.49799919128418
2018-07-10,TSLA,Elon Musk Defends His Rejected Mini-Sub Plan for Thai Cave,21.49799919128418
2018-07-12,TSLA,Thai Navy May Put Elon Musk’s Mini-Submarine to Use. One Day.,21.11400032043457
2018-07-18,TSLA,Elon Musk Walks Back ‘Pedo Guy’ Attack on Thai Cave Diver,21.59000015258789
2018-07-23,TSLA,"Tesla, Pushing for Profit, Faces New Questions Over Finances",20.213333129882812
2018-07-26,TSLA,"Apple Reports Earnings, and July’s Job Numbers Come Out",20.44333267211914
2018-08-01,TSLA,"Tesla Reports Another Big Loss, but Sees Only Profit Ahead",20.055999755859375
2018-08-07,TSLA,"Alex Jones, Tesla, Primaries: Your Tuesday Evening Briefing",25.30466651916504
2018-08-07,TSLA,"Elon Musk Says Tesla May Go Private, and Its Stock Soars",25.30466651916504
2018-08-08,TSLA,A $70 Billion Deal for Tesla? Elon Musk Faces 2 Huge Questions,24.689332962036133
2018-08-08,TSLA,"Chris Collins, Tesla, Trade War: Your Thursday Briefing",24.689332962036133
2018-08-08,TSLA,"Germany, California, Tesla: Your Wednesday Briefing",24.689332962036133
2018-08-08,TSLA,DealBook Briefing: How on Earth Will Tesla Go Private?,24.689332962036133
2018-08-08,TSLA,Did Elon Musk Violate Securities Laws With Tweet About Taking Tesla Private?,24.689332962036133
2018-08-08,TSLA,Elon Musk’s Pitch to Take Tesla Private Has Wall Street Salivating,24.689332962036133
2018-08-08,TSLA,"Ohio Special Election, Tesla, Alex Jones: Your Wednesday Briefing",24.689332962036133
2018-08-09,TSLA,DealBook Briefing: Where Is Tesla’s Money?,23.496667861938477
2018-08-09,TSLA,"Elon Musk Is Beating Short-Sellers, for Now",23.496667861938477
2018-08-13,TSLA,Tesla Board Surprised by Elon Musk’s Tweet on Taking Carmaker Private,23.76066780090332
2018-08-13,TSLA,Elon Musk’s Tweets on Tesla Started a Tizzy. Someone Should Hit the Brakes.,23.76066780090332
2018-08-14,TSLA,Elon Musk’s Effort to Take Tesla Private to Get Board Oversight,23.176000595092773
2018-08-14,TSLA,DealBook Briefing: Elon Musk Has Answers. We Still Have Questions.,23.176000595092773
2018-08-15,TSLA,A Question for Tesla’s Board: What Was Elon Musk’s Mental State?,22.57933235168457
2018-08-15,TSLA,Tesla Is Said to Be Subpoenaed by S.E.C. Over Elon Musk Tweet,22.57933235168457
2018-08-15,TSLA,A Tesla Take-Private Bid Would Be More of the Same for Silver Lake. Sort of.,22.57933235168457
2018-08-15,TSLA,"Tesla Directors, in Damage Control Mode, Want Elon Musk to Stop Tweeting",22.57933235168457
2018-08-15,TSLA,DealBook Briefing: Tesla’s Board Tries to Calm Its Chaos,22.57933235168457
2018-08-15,TSLA,"Elon Musk’s No Good, Very Bad Year: A Tesla Timeline",22.57933235168457
2018-08-15,TSLA,"Elon Musk’s Highs and Lows: PayPal, SpaceX, Tesla",22.57933235168457
2018-08-15,TSLA,Investors Betting Against Tesla Made $1 Billion on Friday,22.57933235168457
2018-08-16,TSLA,Elon Musk Is the Id of Tech,22.363332748413086
2018-08-16,TSLA,California Today: Yosemite National Park Reopens to Visitors,22.363332748413086
2018-08-16,TSLA,"Genoa, Turkey, Elon Musk: Your Thursday Briefing",22.363332748413086
2018-08-16,TSLA,"Security Clearances, Elon Musk, Aretha Franklin: Your Weekend Briefing",22.363332748413086
2018-08-16,TSLA,Interviewing Elon Musk,22.363332748413086
2018-08-17,TSLA,5 Takeaways From Elon Musk’s Interview With The Times About Tesla,20.366666793823242
2018-08-17,TSLA,DealBook Briefing: The Agony of Elon Musk,20.366666793823242
2018-08-17,TSLA,Elon Musk Details ‘Excruciating’ Personal Toll of Tesla Turmoil,20.366666793823242
2018-08-17,TSLA,"Trump, Elon Musk, Turkey: Your Friday Evening Briefing",20.366666793823242
2018-08-17,TSLA,"Elon Musk, Aretha Franklin, ‘Disenchantment’: Your Friday Briefing",20.366666793823242
2018-08-17,TSLA,"Congress, Look at Tesla",20.366666793823242
2018-08-17,TSLA,Weekend at Elon’s: A Tesla Subplot With Azealia Banks,20.366666793823242
2018-08-20,TSLA,DealBook Briefing: Who Isn’t Worried About Elon Musk?,20.562667846679688
2018-08-20,TSLA,"Trump, Asia Argento, Elon Musk: Your Monday Evening Briefing",20.562667846679688
2018-08-20,TSLA,"Tesla Slashes Spending, and May Add to Its Troubles",20.562667846679688
2018-08-21,TSLA,DealBook Briefing: Tesla Supplier? Your Check May Be in the Mail,21.459999084472656
2018-08-22,TSLA,"Tesla Will Not Go Private, Elon Musk Says, Capping Month of Turmoil",21.44266700744629
2018-08-22,TSLA,Why Elon Musk Reversed Course on Taking Tesla Private,21.44266700744629
2018-08-23,TSLA,Elon Musk Wants to Take Tesla Private. Can He Make the Math Work? ,21.34000015258789
2018-08-23,TSLA,One Tesla Investor Wants It to Stay Public,21.34000015258789
2018-08-24,TSLA,DealBook Briefing: The Hard Math of a Tesla Take-Private,21.521333694458008
2018-08-24,TSLA,How the S.E.C. May Pursue a Case Against Elon Musk and Tesla,21.521333694458008
