statement,label
216 * 154 = 33264,1
998 * 694 = 692619,0
168 * 147 = 24696,1
55 * 931 = 51204,0
61 * 1000 = 61000,1
23 * 6 = 144,0
108 * 350 = 37800,1
718 * 964 = 692158,0
806 * 799 = 643994,1
602 * 687 = 413579,0
511 * 463 = 236593,1
730 * 397 = 289802,0
147 * 586 = 86142,1
313 * 451 = 141165,0
653 * 476 = 310828,1
333 * 442 = 147190,0
691 * 289 = 199699,1
897 * 330 = 296002,0
769 * 872 = 670568,1
417 * 685 = 285637,0
556 * 405 = 225180,1
737 * 383 = 282265,0
339 * 687 = 232893,1
307 * 331 = 101625,0
487 * 147 = 71589,1
926 * 264 = 244458,0
594 * 184 = 109296,1
573 * 968 = 554661,0
495 * 317 = 156915,1
718 * 627 = 450193,0
366 * 240 = 87840,1
480 * 351 = 168485,0
720 * 541 = 389520,1
262 * 123 = 32224,0
888 * 935 = 830280,1
869 * 62 = 53879,0
999 * 262 = 261738,1
13 * 442 = 5736,0
411 * 186 = 76446,1
701 * 275 = 192777,0
591 * 177 = 104607,1
226 * 206 = 46558,0
581 * 115 = 66815,1
589 * 630 = 371075,0
990 * 267 = 264330,1
178 * 120 = 21357,0
850 * 559 = 475150,1
353 * 311 = 109789,0
172 * 385 = 66220,1
652 * 154 = 100404,0
974 * 926 = 901924,1
438 * 781 = 342079,0
648 * 781 = 506088,1
196 * 90 = 17639,0
173 * 680 = 117640,1
117 * 121 = 14160,0
358 * 555 = 198690,1
600 * 590 = 353996,0
311 * 26 = 8086,1
414 * 847 = 350651,0
907 * 23 = 20861,1
676 * 378 = 255529,0
610 * 202 = 123220,1
803 * 880 = 706648,0
600 * 210 = 126000,1
219 * 191 = 41827,0
948 * 423 = 401004,1
815 * 493 = 401794,0
18 * 569 = 10242,1
200 * 493 = 98604,0
988 * 24 = 23712,1
652 * 327 = 213213,0
212 * 362 = 76744,1
742 * 960 = 712330,0
28 * 752 = 21056,1
815 * 31 = 25267,0
925 * 509 = 470825,1
18 * 765 = 13769,0
358 * 448 = 160384,1
367 * 650 = 238543,0
57 * 943 = 53751,1
846 * 828 = 700490,0
645 * 775 = 499875,1
715 * 980 = 700698,0
456 * 945 = 430920,1
980 * 760 = 744798,0
327 * 519 = 169713,1
226 * 950 = 214699,0
485 * 837 = 405945,1
899 * 72 = 64718,0
517 * 472 = 244024,1
360 * 115 = 41397,0
880 * 2 = 1760,1
870 * 586 = 509810,0
709 * 882 = 625338,1
158 * 342 = 54035,0
767 * 597 = 457899,1
908 * 173 = 157091,0
179 * 327 = 58533,1
312 * 308 = 96088,0
405 * 549 = 222345,1
108 * 952 = 102815,0
114 * 932 = 106248,1
313 * 586 = 183425,0
178 * 1 = 178,1
132 * 705 = 93051,0
871 * 558 = 486018,1
618 * 449 = 277475,0
294 * 714 = 209916,1
968 * 246 = 238125,0
897 * 897 = 804609,1
229 * 86 = 19703,0
962 * 874 = 840788,1
339 * 585 = 198320,0
658 * 920 = 605360,1
149 * 824 = 122785,0
810 * 884 = 716040,1
359 * 709 = 254536,0
930 * 225 = 209250,1
645 * 295 = 190269,0
425 * 117 = 49725,1
170 * 692 = 117634,0
696 * 163 = 113448,1
20 * 810 = 16197,0
907 * 862 = 781834,1
652 * 777 = 506594,0
547 * 101 = 55247,1
707 * 165 = 116657,0
896 * 574 = 514304,1
344 * 342 = 117642,0
166 * 294 = 48804,1
129 * 618 = 79714,0
259 * 679 = 175861,1
642 * 642 = 412169,0
616 * 188 = 115808,1
829 * 630 = 522261,0
593 * 482 = 285826,1
92 * 822 = 75629,0
489 * 676 = 330564,1
172 * 498 = 85666,0
734 * 766 = 562244,1
374 * 802 = 299954,0
690 * 918 = 633420,1
246 * 732 = 180079,0
354 * 695 = 246030,1
208 * 973 = 202393,0
374 * 730 = 273020,1
308 * 571 = 175869,0
9 * 677 = 6093,1
202 * 206 = 41607,0
368 * 624 = 229632,1
603 * 502 = 302711,0
531 * 127 = 67437,1
749 * 194 = 145310,0
602 * 907 = 546014,1
759 * 300 = 227690,0
891 * 972 = 866052,1
123 * 63 = 7745,0
537 * 587 = 315219,1
83 * 100 = 8304,0
236 * 221 = 52156,1
144 * 322 = 46377,0
146 * 422 = 61612,1
515 * 414 = 213212,0
92 * 962 = 88504,1
611 * 308 = 188181,0
737 * 756 = 557172,1
52 * 447 = 23253,0
876 * 875 = 766500,1
190 * 523 = 99364,0
933 * 7 = 6531,1
280 * 90 = 25192,0
189 * 478 = 90342,1
913 * 922 = 841790,0
134 * 369 = 49446,1
816 * 93 = 75881,0
921 * 814 = 749694,1
999 * 616 = 615377,0
598 * 546 = 326508,1
473 * 395 = 186827,0
264 * 263 = 69432,1
76 * 184 = 13994,0
617 * 988 = 609596,1
28 * 101 = 2827,0
627 * 272 = 170544,1
825 * 683 = 563473,0
463 * 166 = 76858,1
7 * 301 = 2097,0
295 * 14 = 4130,1
801 * 788 = 631184,0
293 * 46 = 13478,1
870 * 227 = 197480,0
893 * 576 = 514368,1
472 * 235 = 110930,0
805 * 329 = 264845,1
284 * 894 = 253895,0
894 * 727 = 649938,1
579 * 979 = 566842,0
66 * 73 = 4818,1
573 * 755 = 432617,0
427 * 820 = 350140,1
1 * 265 = 260,0
400 * 361 = 144400,1
865 * 441 = 381472,0
684 * 434 = 296856,1
811 * 114 = 92449,0
733 * 416 = 304928,1
776 * 187 = 145113,0
271 * 563 = 152573,1
349 * 456 = 159145,0
565 * 249 = 140685,1
993 * 826 = 820221,0
801 * 506 = 405306,1
515 * 837 = 431063,0
511 * 474 = 242214,1
203 * 142 = 28817,0
365 * 206 = 75190,1
145 * 166 = 24069,0
205 * 333 = 68265,1
556 * 453 = 251859,0
811 * 712 = 577432,1
842 * 48 = 40413,0
657 * 213 = 139941,1
39 * 107 = 4167,0
936 * 253 = 236808,1
949 * 736 = 698469,0
119 * 231 = 27489,1
803 * 816 = 655249,0
677 * 370 = 250490,1
644 * 727 = 468190,0
513 * 542 = 278046,1
768 * 981 = 753418,0
310 * 744 = 230640,1
514 * 761 = 391151,0
278 * 429 = 119262,1
55 * 762 = 41906,0
81 * 325 = 26325,1
264 * 582 = 153658,0
335 * 73 = 24455,1
518 * 885 = 458425,0
6 * 869 = 5214,1
931 * 313 = 291400,0
675 * 912 = 615600,1
356 * 456 = 162330,0
743 * 351 = 260793,1
886 * 897 = 794737,0
402 * 156 = 62712,1
418 * 260 = 108684,0
239 * 789 = 188571,1
928 * 937 = 869539,0
303 * 460 = 139380,1
551 * 392 = 215990,0
847 * 858 = 726726,1
551 * 143 = 78800,0
429 * 622 = 266838,1
989 * 965 = 954393,0
138 * 521 = 71898,1
163 * 844 = 137568,0
419 * 302 = 126538,1
536 * 521 = 279259,0
202 * 508 = 102616,1
382 * 182 = 69516,0
478 * 528 = 252384,1
664 * 780 = 517916,0
908 * 220 = 199760,1
451 * 646 = 291338,0
467 * 536 = 250312,1
280 * 762 = 213358,0
423 * 972 = 411156,1
376 * 230 = 86472,0
843 * 966 = 814338,1
737 * 376 = 277117,0
66 * 490 = 32340,1
193 * 173 = 33390,0
26 * 932 = 24232,1
561 * 9 = 5057,0
992 * 723 = 717216,1
646 * 183 = 118209,0
923 * 235 = 216905,1
992 * 213 = 211301,0
153 * 92 = 14076,1
270 * 306 = 82626,0
742 * 70 = 51940,1
810 * 450 = 364510,0
666 * 830 = 552780,1
788 * 171 = 134754,0
934 * 189 = 176526,1
107 * 668 = 71472,0
355 * 18 = 6390,1
58 * 941 = 54580,0
334 * 279 = 93186,1
880 * 844 = 742725,0
33 * 47 = 1551,1
955 * 103 = 98362,0
509 * 65 = 33085,1
880 * 126 = 110890,0
553 * 758 = 419174,1
63 * 369 = 23243,0
83 * 250 = 20750,1
149 * 950 = 141558,0
625 * 728 = 455000,1
839 * 588 = 493341,0
428 * 532 = 227696,1
333 * 324 = 107902,0
296 * 414 = 122544,1
934 * 894 = 834990,0
752 * 522 = 392544,1
234 * 924 = 216209,0
160 * 225 = 36000,1
282 * 298 = 84041,0
481 * 158 = 75998,1
804 * 751 = 603812,0
134 * 555 = 74370,1
342 * 729 = 249323,0
178 * 365 = 64970,1
860 * 262 = 225313,0
271 * 975 = 264225,1
305 * 133 = 40563,0
236 * 528 = 124608,1
445 * 497 = 221159,0
311 * 710 = 220810,1
307 * 563 = 172842,0
549 * 861 = 472689,1
121 * 127 = 15357,0
817 * 372 = 303924,1
805 * 917 = 738180,0
788 * 922 = 726536,1
658 * 752 = 494822,0
24 * 633 = 15192,1
738 * 380 = 280449,0
285 * 65 = 18525,1
22 * 244 = 5358,0
8 * 990 = 7920,1
875 * 11 = 9622,0
527 * 813 = 428451,1
346 * 12 = 4145,0
622 * 403 = 250666,1
853 * 425 = 362529,0
778 * 194 = 150932,1
935 * 515 = 481520,0
898 * 394 = 353812,1
173 * 746 = 129055,0
88 * 80 = 7040,1
85 * 855 = 72683,0
465 * 358 = 166470,1
15 * 415 = 6227,0
148 * 252 = 37296,1
941 * 480 = 451681,0
447 * 234 = 104598,1
857 * 605 = 518479,0
46 * 678 = 31188,1
310 * 977 = 302874,0
90 * 590 = 53100,1
460 * 222 = 102126,0
263 * 758 = 199354,1
836 * 444 = 371193,0
633 * 97 = 61401,1
609 * 791 = 481715,0
919 * 661 = 607459,1
867 * 540 = 468172,0
713 * 300 = 213900,1
917 * 181 = 165976,0
283 * 758 = 214514,1
926 * 968 = 896371,0
788 * 58 = 45704,1
458 * 237 = 108554,0
597 * 526 = 314022,1
425 * 290 = 123251,0
618 * 61 = 37698,1
155 * 824 = 127722,0
593 * 803 = 476179,1
94 * 143 = 13444,0
953 * 315 = 300195,1
519 * 980 = 508617,0
471 * 700 = 329700,1
560 * 468 = 262084,0
772 * 508 = 392176,1
979 * 786 = 769490,0
192 * 665 = 127680,1
723 * 862 = 623217,0
213 * 906 = 192978,1
826 * 692 = 571589,0
976 * 132 = 128832,1
106 * 705 = 74732,0
31 * 121 = 3751,1
777 * 924 = 717944,0
15 * 146 = 2190,1
609 * 617 = 375747,0
711 * 949 = 674739,1
53 * 475 = 25184,0
721 * 731 = 527051,1
553 * 738 = 408119,0
660 * 457 = 301620,1
235 * 228 = 53570,0
826 * 715 = 590590,1
348 * 211 = 73434,0
945 * 808 = 763560,1
875 * 877 = 767373,0
199 * 164 = 32636,1
845 * 114 = 96331,0
123 * 634 = 77982,1
676 * 126 = 85171,0
561 * 99 = 55539,1
913 * 264 = 241023,0
988 * 483 = 477204,1
719 * 376 = 270345,0
518 * 136 = 70448,1
132 * 512 = 67585,0
981 * 736 = 722016,1
809 * 298 = 241079,0
264 * 688 = 181632,1
927 * 798 = 739752,0
444 * 231 = 102564,1
781 * 822 = 641985,0
768 * 144 = 110592,1
356 * 917 = 326446,0
254 * 225 = 57150,1
22 * 116 = 2542,0
852 * 929 = 791508,1
478 * 58 = 27721,0
682 * 909 = 619938,1
425 * 667 = 283472,0
666 * 387 = 257742,1
400 * 193 = 77206,0
190 * 904 = 171760,1
29 * 515 = 14932,0
469 * 938 = 439922,1
814 * 839 = 682950,0
177 * 163 = 28851,1
674 * 998 = 672661,0
49 * 559 = 27391,1
91 * 38 = 3448,0
3 * 313 = 939,1
533 * 201 = 107137,0
255 * 506 = 129030,1
891 * 668 = 595191,0
998 * 587 = 585826,1
412 * 45 = 18546,0
907 * 83 = 75281,1
868 * 127 = 110239,0
613 * 634 = 388642,1
315 * 498 = 156869,0
26 * 888 = 23088,1
72 * 90 = 6476,0
358 * 373 = 133534,1
34 * 380 = 12924,0
190 * 804 = 152760,1
166 * 973 = 161509,0
541 * 811 = 438751,1
73 * 561 = 40963,0
585 * 202 = 118170,1
547 * 240 = 131283,0
644 * 692 = 445648,1
699 * 719 = 502578,0
680 * 777 = 528360,1
565 * 990 = 559354,0
207 * 518 = 107226,1
113 * 873 = 98652,0
149 * 158 = 23542,1
1000 * 384 = 383996,0
256 * 934 = 239104,1
447 * 532 = 237814,0
973 * 161 = 156653,1
938 * 855 = 801991,0
485 * 31 = 15035,1
643 * 942 = 605699,0
137 * 978 = 133986,1
809 * 984 = 796060,0
587 * 962 = 564694,1
423 * 577 = 244073,0
100 * 899 = 89900,1
336 * 843 = 283251,0
105 * 955 = 100275,1
417 * 198 = 82560,0
367 * 186 = 68262,1
854 * 366 = 312558,0
208 * 53 = 11024,1
23 * 248 = 5706,0
751 * 736 = 552736,1
611 * 838 = 512012,0
509 * 198 = 100782,1
471 * 266 = 125283,0
641 * 626 = 401266,1
816 * 70 = 57121,0
550 * 91 = 50050,1
634 * 501 = 317637,0
262 * 451 = 118162,1
281 * 387 = 108749,0
279 * 205 = 57195,1
377 * 181 = 68234,0
432 * 622 = 268704,1
806 * 116 = 93501,0
964 * 197 = 189908,1
684 * 561 = 383729,0
56 * 991 = 55496,1
48 * 928 = 44542,0
160 * 475 = 76000,1
20 * 258 = 5168,0
962 * 521 = 501202,1
455 * 321 = 146064,0
419 * 720 = 301680,1
568 * 336 = 190842,0
315 * 562 = 177030,1
249 * 909 = 226349,0
528 * 819 = 432432,1
900 * 197 = 177294,0
231 * 323 = 74613,1
27 * 251 = 6782,0
763 * 500 = 381500,1
926 * 937 = 867668,0
574 * 364 = 208936,1
794 * 875 = 694751,0
126 * 876 = 110376,1
238 * 347 = 82583,0
656 * 923 = 605488,1
126 * 56 = 7058,0
993 * 875 = 868875,1
731 * 665 = 486118,0
338 * 999 = 337662,1
106 * 541 = 57339,0
961 * 219 = 210459,1
790 * 894 = 706263,0
891 * 476 = 424116,1
879 * 830 = 729575,0
741 * 790 = 585390,1
905 * 976 = 883275,0
853 * 425 = 362525,1
947 * 593 = 561567,0
173 * 223 = 38579,1
275 * 769 = 211483,0
427 * 926 = 395402,1
15 * 457 = 6857,0
381 * 585 = 222885,1
597 * 1000 = 597006,0
350 * 203 = 71050,1
111 * 986 = 109438,0
82 * 8 = 656,1
813 * 94 = 76426,0
31 * 211 = 6541,1
920 * 597 = 549238,0
129 * 389 = 50181,1
21 * 7 = 154,0
488 * 966 = 471408,1
929 * 53 = 49227,0
249 * 537 = 133713,1
275 * 958 = 263442,0
670 * 716 = 479720,1
224 * 863 = 193308,0
174 * 650 = 113100,1
892 * 67 = 59770,0
581 * 264 = 153384,1
629 * 546 = 343433,0
201 * 815 = 163815,1
819 * 448 = 366904,0
996 * 338 = 336648,1
235 * 629 = 147825,0
193 * 679 = 131047,1
889 * 875 = 777879,0
804 * 368 = 295872,1
421 * 818 = 344381,0
780 * 486 = 379080,1
844 * 219 = 184842,0
10 * 325 = 3250,1
338 * 61 = 20615,0
349 * 391 = 136459,1
491 * 684 = 335846,0
959 * 334 = 320306,1
941 * 499 = 469560,0
363 * 196 = 71148,1
698 * 235 = 164036,0
453 * 918 = 415854,1
984 * 924 = 909226,0
235 * 626 = 147110,1
386 * 927 = 357829,0
574 * 132 = 75768,1
696 * 274 = 190700,0
356 * 793 = 282308,1
420 * 120 = 50407,0
144 * 679 = 97776,1
569 * 461 = 262308,0
356 * 632 = 224992,1
907 * 697 = 632170,0
724 * 528 = 382272,1
393 * 825 = 324224,0
489 * 322 = 157458,1
234 * 871 = 203811,0
982 * 940 = 923080,1
874 * 46 = 40197,0
856 * 305 = 261080,1
614 * 448 = 275068,0
682 * 388 = 264616,1
72 * 270 = 19445,0
873 * 362 = 316026,1
110 * 181 = 19917,0
245 * 14 = 3430,1
925 * 563 = 520770,0
701 * 153 = 107253,1
494 * 859 = 424348,0
536 * 68 = 36448,1
924 * 929 = 858398,0
505 * 749 = 378245,1
936 * 128 = 119802,0
373 * 762 = 284226,1
266 * 726 = 193111,0
294 * 906 = 266364,1
188 * 51 = 9579,0
632 * 158 = 99856,1
14 * 848 = 11875,0
986 * 934 = 920924,1
809 * 15 = 12131,0
133 * 61 = 8113,1
865 * 325 = 281135,0
236 * 124 = 29264,1
431 * 275 = 118530,0
331 * 530 = 175430,1
735 * 671 = 493176,0
240 * 822 = 197280,1
505 * 500 = 252503,0
461 * 908 = 418588,1
495 * 733 = 362833,0
330 * 584 = 192720,1
263 * 565 = 148598,0
329 * 96 = 31584,1
859 * 580 = 498219,0
816 * 949 = 774384,1
140 * 767 = 107384,0
188 * 926 = 174088,1
311 * 96 = 29851,0
306 * 231 = 70686,1
189 * 284 = 53684,0
147 * 211 = 31017,1
507 * 179 = 90744,0
339 * 354 = 120006,1
820 * 965 = 791309,0
532 * 411 = 218652,1
829 * 963 = 798331,0
526 * 212 = 111512,1
100 * 447 = 44694,0
657 * 735 = 482895,1
501 * 951 = 476444,0
945 * 177 = 167265,1
701 * 485 = 339976,0
924 * 833 = 769692,1
787 * 477 = 375402,0
808 * 804 = 649632,1
236 * 878 = 207207,0
399 * 316 = 126084,1
85 * 498 = 42338,0
573 * 814 = 466422,1
257 * 316 = 81215,0
16 * 25 = 400,1
4 * 185 = 744,0
225 * 177 = 39825,1
441 * 788 = 347500,0
334 * 600 = 200400,1
343 * 683 = 234278,0
785 * 647 = 507895,1
599 * 842 = 504366,0
346 * 148 = 51208,1
755 * 622 = 469602,0
652 * 206 = 134312,1
517 * 416 = 215081,0
779 * 230 = 179170,1
844 * 589 = 497123,0
673 * 286 = 192478,1
323 * 717 = 231593,0
508 * 381 = 193548,1
833 * 474 = 394852,0
684 * 604 = 413136,1
981 * 510 = 500318,0
934 * 797 = 744398,1
943 * 542 = 511116,0
935 * 298 = 278630,1
435 * 771 = 335382,0
99 * 244 = 24156,1
22 * 668 = 14699,0
616 * 644 = 396704,1
623 * 908 = 565692,0
710 * 285 = 202350,1
501 * 979 = 490487,0
224 * 613 = 137312,1
496 * 838 = 415645,0
48 * 31 = 1488,1
483 * 301 = 145382,0
814 * 951 = 774114,1
320 * 876 = 280313,0
298 * 147 = 43806,1
484 * 525 = 254092,0
491 * 514 = 252374,1
892 * 163 = 145403,0
224 * 204 = 45696,1
198 * 179 = 35437,0
854 * 490 = 418460,1
704 * 909 = 639939,0
59 * 20 = 1180,1
129 * 454 = 58558,0
13 * 915 = 11895,1
84 * 404 = 33944,0
772 * 472 = 364384,1
506 * 993 = 502468,0
489 * 769 = 376041,1
148 * 734 = 108629,0
94 * 304 = 28576,1
237 * 422 = 100024,0
284 * 611 = 173524,1
35 * 990 = 34658,0
85 * 685 = 58225,1
732 * 156 = 114200,0
749 * 843 = 631407,1
286 * 464 = 132702,0
431 * 95 = 40945,1
210 * 659 = 138391,0
440 * 724 = 318560,1
965 * 341 = 329057,0
420 * 570 = 239400,1
327 * 116 = 37925,0
932 * 518 = 482776,1
78 * 581 = 45312,0
158 * 12 = 1896,1
780 * 342 = 266756,0
892 * 481 = 429052,1
638 * 763 = 486786,0
407 * 419 = 170533,1
821 * 978 = 802943,0
462 * 0 = 0,1
101 * 649 = 65544,0
430 * 231 = 99330,1
542 * 9 = 4873,0
299 * 394 = 117806,1
454 * 375 = 170257,0
767 * 957 = 734019,1
226 * 156 = 35260,0
520 * 451 = 234520,1
956 * 902 = 862309,0
938 * 495 = 464310,1
222 * 510 = 113211,0
177 * 38 = 6726,1
115 * 736 = 84649,0
712 * 585 = 416520,1
308 * 186 = 57289,0
717 * 892 = 639564,1
773 * 592 = 457621,0
654 * 307 = 200778,1
101 * 77 = 7776,0
302 * 684 = 206568,1
472 * 213 = 100530,0
325 * 267 = 86775,1
360 * 824 = 296635,0
486 * 687 = 333882,1
442 * 602 = 266087,0
374 * 395 = 147730,1
715 * 746 = 533389,0
330 * 74 = 24420,1
806 * 847 = 682672,0
330 * 909 = 299970,1
53 * 174 = 9221,0
288 * 49 = 14112,1
505 * 166 = 83827,0
149 * 194 = 28906,1
677 * 208 = 140808,0
25 * 533 = 13325,1
17 * 889 = 15118,0
567 * 414 = 234738,1
960 * 447 = 429124,0
29 * 256 = 7424,1
374 * 190 = 71064,0
829 * 344 = 285176,1
778 * 1 = 777,0
822 * 430 = 353460,1
861 * 208 = 179086,0
900 * 881 = 792900,1
174 * 641 = 111529,0
304 * 788 = 239552,1
111 * 754 = 83700,0
836 * 665 = 555940,1
227 * 645 = 146424,0
87 * 819 = 71253,1
907 * 707 = 641242,0
791 * 738 = 583758,1
171 * 472 = 80722,0
195 * 443 = 86385,1
714 * 822 = 586900,0
902 * 142 = 128084,1
706 * 683 = 482189,0
232 * 647 = 150104,1
633 * 984 = 622862,0
222 * 225 = 49950,1
327 * 269 = 87954,0
719 * 499 = 358781,1
236 * 372 = 87789,0
383 * 731 = 279973,1
920 * 88 = 80955,0
958 * 199 = 190642,1
932 * 637 = 593693,0
849 * 449 = 381201,1
482 * 314 = 151343,0
934 * 811 = 757474,1
670 * 472 = 316241,0
669 * 915 = 612135,1
384 * 680 = 261115,0
744 * 571 = 424824,1
2 * 671 = 1334,0
544 * 585 = 318240,1
610 * 268 = 163472,0
496 * 462 = 229152,1
948 * 316 = 299570,0
449 * 916 = 411284,1
255 * 765 = 195066,0
613 * 438 = 268494,1
65 * 405 = 26331,0
740 * 292 = 216080,1
995 * 980 = 975092,0
803 * 269 = 216007,1
835 * 282 = 235475,0
974 * 125 = 121750,1
191 * 150 = 28641,0
248 * 103 = 25544,1
606 * 388 = 235135,0
520 * 605 = 314600,1
27 * 365 = 9851,0
799 * 200 = 159800,1
156 * 660 = 102970,0
770 * 18 = 13860,1
793 * 532 = 421872,0
699 * 713 = 498387,1
552 * 974 = 537642,0
428 * 267 = 114276,1
583 * 328 = 191230,0
291 * 803 = 233673,1
794 * 650 = 516095,0
187 * 33 = 6171,1
989 * 163 = 161199,0
352 * 57 = 20064,1
199 * 173 = 34437,0
462 * 730 = 337260,1
749 * 722 = 540788,0
520 * 198 = 102960,1
378 * 955 = 360999,0
995 * 694 = 690530,1
498 * 546 = 271912,0
435 * 580 = 252300,1
272 * 471 = 128109,0
252 * 748 = 188496,1
473 * 26 = 12292,0
852 * 827 = 704604,1
881 * 683 = 601728,0
688 * 32 = 22016,1
0 * 899 = -7,0
737 * 126 = 92862,1
970 * 619 = 600437,0
198 * 738 = 146124,1
403 * 701 = 282500,0
69 * 35 = 2415,1
354 * 624 = 220887,0
850 * 815 = 692750,1
515 * 733 = 377501,0
458 * 651 = 298158,1
748 * 503 = 376237,0
123 * 319 = 39237,1
198 * 999 = 197805,0
141 * 423 = 59643,1
437 * 251 = 109690,0
110 * 395 = 43450,1
653 * 424 = 276881,0
952 * 272 = 258944,1
185 * 31 = 5726,0
591 * 479 = 283089,1
424 * 147 = 62327,0
203 * 557 = 113071,1
707 * 243 = 171800,0
937 * 872 = 817064,1
275 * 790 = 217259,0
93 * 726 = 67518,1
369 * 191 = 70469,0
664 * 699 = 464136,1
179 * 297 = 53161,0
296 * 399 = 118104,1
621 * 171 = 106189,0
492 * 119 = 58548,1
643 * 139 = 89380,0
881 * 628 = 553268,1
935 * 165 = 154282,0
68 * 441 = 29988,1
993 * 187 = 185684,0
227 * 501 = 113727,1
687 * 406 = 278931,0
952 * 324 = 308448,1
860 * 801 = 688865,0
437 * 534 = 233358,1
479 * 506 = 242380,0
202 * 989 = 199778,1
605 * 303 = 183312,0
95 * 773 = 73435,1
225 * 378 = 85043,0
414 * 631 = 261234,1
134 * 650 = 87104,0
997 * 114 = 113658,1
400 * 410 = 164001,0
854 * 843 = 719922,1
103 * 560 = 57670,0
946 * 85 = 80410,1
9 * 705 = 6342,0
894 * 580 = 518520,1
238 * 878 = 208970,0
586 * 646 = 378556,1
826 * 533 = 440254,0
615 * 425 = 261375,1
603 * 441 = 265915,0
557 * 276 = 153732,1
101 * 610 = 61603,0
168 * 841 = 141288,1
776 * 137 = 106309,0
306 * 605 = 185130,1
616 * 828 = 510052,0
657 * 737 = 484209,1
811 * 870 = 705565,0
647 * 85 = 54995,1
4 * 925 = 3704,0
178 * 983 = 174974,1
847 * 336 = 284598,0
382 * 734 = 280388,1
401 * 486 = 194890,0
703 * 291 = 204573,1
384 * 810 = 311036,0
753 * 512 = 385536,1
643 * 135 = 86814,0
16 * 612 = 9792,1
850 * 563 = 478556,0
413 * 916 = 378308,1
316 * 517 = 163369,0
217 * 21 = 4557,1
25 * 876 = 21899,0
305 * 245 = 74725,1
453 * 764 = 346089,0
469 * 342 = 160398,1
160 * 963 = 154079,0
333 * 488 = 162504,1
785 * 309 = 242555,0
231 * 111 = 25641,1
639 * 23 = 14699,0
657 * 903 = 593271,1
897 * 476 = 426964,0
0 * 811 = 0,1
809 * 641 = 518579,0
11 * 121 = 1331,1
138 * 698 = 96316,0
870 * 974 = 847380,1
526 * 264 = 138869,0
143 * 700 = 100100,1
828 * 808 = 669023,0
