statement,label
Is my pending cash withdrawal processed?,0
What will I need for identity verification?,0
I need help from someone in your department with finding my nearest ATM.,1
Why are my transfers being declined? It normally works but now it's declining my card. I've tried it a few times but it's still not working.,1
I did not charge my account for that transaction.  That's an error.,1
I have forgotten my passcode to access my app,0
The top-up verification code is missing,0
Are there any ATM's near me that accept this card?,1
Why have i been charged a fee for using my card?,1
"My details need to be changed, how can I do so?",1
My card won't work.,1
I put money into my account for the minimum balance but the application didn't accept.,0
I got cash abroad and need to check the exchange rate,0
Is there a limit to a disposable virtual card?,1
Where can I check to see where the money in my account came from?,0
What currencies can I use to top up my account?,0
Looking at my statement I see that I was double charged for a payment I made.,0
Does the package with my card have tracking?,1
What do you use to figure out the exchange rate for the card?,1
How do I find out my source of funds?,0
Do you support other currencies?,1
The app can't verify my information for identity proofing purposes.,0
I need someone to alert me as to what's going on. I had transferred an amount but the receiver is saying that the amount is somewhat less than what I sent over. I now have to make another transfer to make up the difference.,0
Why is there a verification to identity,0
I need a disposable virtual card.,1
"In a month, my card will reach its expiration date, am I required to request the next card?",1
"I took out money, and didn't get all of it.",0
"I tried using my card, but it doesn't work.",1
My virtual card is just not going through.,0
Do I have to pay for topping up by transfer?,0
"Hello,  I am a college student who I recently attended my high school reunion at a local restaurant. I paid with my credit card and now my transaction history reflects a second charge of the seemingly same payment. What could be the reason for this?  Is there any way to have the fraudulent  payment credited back onto my card?",0
Is there a way I can have a mastercard?,0
I am yet to receive my pin.,1
"Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once, second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",0
I did not receive my full withdrawal amount,0
Where did my money go? I'm not able to withdraw it from my ATM.,1
What is the fee for accepting money from a foreign country?,1
I asked for 100 but only got 20.,0
I have a duplicate payment on my account,0
is there a reason i need to verify top up,0
"My card will expire soon, do I need to order a new one?",1
What documents do I need to get together to verify my identity?,0
At what age can I open an account?,1
"Everything seems fine with my account, so why did it decline my payment?",1
"I'm not certain, but someone may be using my card.",1
Where's the best place to get a disposable virtual card?,1
Can I use my card for online payments?,1
"Hearing about your verification results from us may take anywhere from 10 minutes to approximately one hour.  If this verification has in fact, failed, double-check to make sure that your images are clear.  Also make sure that your document photos have no blur or glare. They need to be readable.  You must also be 18 years of age or older and be a resident of Switzerland or the European Economic Area to open an account.",0
"If I need an additional card, is there a fee for that?",0
My disposable virtual card wouldn't process my payment?,0
I believe my top up did not work.,0
Why was I declined when I tried to get my money?,1
How do I change my currency to another?,1
Do I need to convert my currency from GBP before transferring?,0
What other methods are there to verify my identity?,0
how much for topping up by card?,0
What retailers accept my card?,1
Where can I find the auto-top up feature?,1
How can I verify my identity?,0
What types of fiduciary currencies are supported for tenure and exchange?,1
My transfer appeared not to work.,1
My card won't physically work.,1
What are the acceptable currencies for adding funds?,0
What can I use a virtual disposable card for?,1
I need to cancel a transfer,1
"I tried to top up, but the funds show up as pending. I thought it was instant?",0
I got a new address and need to change my old one.,1
I have a cash withdrawal that I don't recognize.,1
Do you know how I can verify that I did a top-up to my card?,0
Exchange fee help?,1
Which cards do you guys support? I want to top up using my credit card.,0
How much does currency exchange cost?,1
How much would an extra card cost?,0
I have a card payment which shows as pending,0
I tried to get funds in hard cash but it was rejected!,1
Why are you charging me a transfer fee?,0
Please help me delete this account.,0
I have a top up that didn't go through.  Why?,0
"This is frustrating, I'm at work and my transfers are not going through. I keep getting an error message, I do not have time for this.",1
Why won't cash come out of the ATM?,1
How can I edit my personal details in the app?,1
Where can I find my card PIN?,1
Does it cost anyting to get my own card?,0
Can I make a withdraw in my home currency at an ATM? I'm on vacation and am a bit worried because I don't have cash with me. Is it possible to withdraw here without any additional costs or fees?,0
"I want to know which currencies and cards are supported, can you provide a list?",0
I checked on google and the exchange rate you are using is really bad. Can you update it?,1
What is the €1 fee for?,1
Why was my payment cancelled?,0
I'm not sure why my top up request was denied,0
I noticed my transfer was declined.,1
"My new card isn't in my app, how do I get it in there?",1
"I logged in wrong and am blocked, how do I log in?",0
Can I use my account although my identity verification has yet to pass?,0
What is the reason my payment was not accepted?,1
Please tell me where I can update my details since I moved.,1
What can I do if my card details where stolen from my car? I think they used my card to buy gas.,1
Why is my app showing me taking money that I did not take out?,1
Why is the cash withdrawal under pending?,0
There is a direct debit transaction on my statement that I think is not mine. How do I remove?,1
I don't recognize this withdrawal on my statement,1
Can it specifically be delivered on a certain date?,1
Can I have a tangible form of my virtual card.,0
I need to get some Euros for my holiday. Am I able to exchange some of my money?,1
Can I get an update on my replacement card?,1
Can I add money to my account with cash?,0
I prefer mastercard.,0
How do I auto top-up?,1
How do I change my passcode?,0
Why am I being charged for transfers? Are they not free?,0
"Hi, i just topped up my phone and the money was deducted but it seems to have deducted the same amount again! please help!",0
I got a fee when paying with my card,1
Can I use my new card?,1
What is the maximum number of transactions that I can put on a disposable card?,1
"When I put the wrong pin too much, I got blocked, so can you help me unblock my pin",0
My topping up didn't go through.,0
I am not receiving the correct exchange rate on my card.,1
Should I keep waiting for my card to be delivered?,1
Where can I order my virtual card?,0
Can I use American Express?,0
How do I sign up for a card if I'm in America?,1
When will my transfer move from pending to confirmed?,0
I asked for a refund but its not here yet,0
Can you tell me your exchange rates?,1
The cash abroad exchange rate is applied wrong.,0
Do you support the exchange of EUR from my currency.,1
Why is it taking so long for my cash withdrawal to no longer show as pending?,0
"I made a transfer and according to the receiver ""they haven't received the right amount"" Its lesser than it should be.Now I have to transfer more money to make up for the missing amount . Can you please help me about this, what should be done ?",0
I need help resetting my passcode to access my app.,0
How long do bank transfers take to clear,1
Please tell me what the exchange fee is.,1
"If I receive foreign currencies, am I able to exchange them on the app?",1
Can I track the card you sent to me?,1
I am looking to change my adress.,1
Why is my payment pending?,0
Tell me how to cancel a transfer.,1
What's the problem? I thought you offered crypto top up. This doesn't appear to be working at all. My money has now vanished from my account.,0
"I should only have one charge, but it shows two.",0
My card is showing multiple charges for the same items on my recent statement. I was wondering what actions of needed to take to fix this issue,0
Do i need to verify my top up?,0
I tried to buy something online yesterday and got a message saying declined. I tried again today and got the same message. What's the problem?,1
My card was charged more than expected.,1
I want to know the source of my funds.,0
I can't access my money. Is it because somethings wrong with the top-up? I set it up correctly.,0
Why does my statement show various transaction times?,0
When can I expect the transfer to be complete?,0
Please explain why my card was declined?,1
There is a strange payment on my card and I don't know what to do.,1
How long do cheques take to post to your account?,1
"Change of location, need to change details",1
Where are the options to top up with a cheque on my account?,0
Will I be charged for a top off transfer?,0
Two days ago I did a transfer to another account within the country.  It doesn't appear the transfer went through.  I have verified the account number several times.  Could you please check on this for me?,0
"For some reason, the virtual card won't work for me.",0
"I want to add money to my card, what payments do you accept?",0
How can I tell where my funds came from?,0
Someone stole my cards!,0
Is my card accepted everywhere?,1
am i able to receive my salary this way?,0
How do I go about getting hold of a virtual card?,0
Why would I get a decline message in a transfer?,1
there is money in my account that i didnt put there,1
What is the disposable card for?,1
How can I tell if there will be a fee added to my payment or not?,1
"I can't see if the transfer I did a couple days ago is in my account yet. I double checked my info before sending, too. Can you check this?",0
"I have used all my PIN tries, what now?",0
Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from?,1
Why was I not able to take cash from the ATM?,1
I no longer have my passcode.,0
"There are incorrect charges on my account, there was a WD that was made by someone else.  I still have my card though.",1
What can I do about a direct debit transaction on my card that I didn't make?,1
What is needed to activate my card?,1
I added money to the card but the transaction didn't go through,0
There is a payment showing on my app that I didn't do. Will you please cancel this payment and refund my money ?,1
Why are my payments not working and show pending?,0
"Even though it's late, I wanted to see about disputing a charge. I was just looking through my transactions over the past couple of months and noticed a pretty large amount that was not completed by me. Is this possibly something I can still do.",1
"I cannot remember my passcode, is there a way to retrieve it?",0
My identity can't be verified.,0
Where are the virtual cards located?,0
What do I do when my card is about to expire?,1
Why is my transfer not done yet?,0
I live in the EU.  Can I order one of your cards?,1
My recent transfer didn't go through - why not?,1
I was wondering how long does it take for a payment to go thru? It seems my last payment is stuck and hasn't moved.,0
Can you help me? I have a duplicate transaction on my account and I don't understand why.,0
Is there a way you can have money from a purchase I made refunded to my account.,0
I was charged too many times for one transaction.,0
There is a payment in my app that I did not make.  I have not used that card all day  Please reimburse my money.,1
Where can I obtain my virtual card?,0
Can i make transactions before identity verification?,0
I think I was charged double for something I bought - how long should I wait before reporting this?,0
How do I transfer funds if I am paid in GBP?,0
Where is the transfer to my account?,1
Where is my recent refund in the my statement?,0
Is it possible to get a disposable virtual card as well?,1
"My money's disappeared from my account! I topped up the other day and it was there, but now it's not. Help?",0
"When I got cash, my exchange rate was wrong.",0
How do I add a card on to the app?,1
A transaction is showing more than once.,0
need to know if there is a maximum i can top up,0
I want to get my hands on one of those virtual cards!,0
My identity has been stolen. I still have my physical card but there are charges I didn't make on my account. How do I cancel this card or dispute the charges?,1
"Hi, My card is getting declined during top-up. As it urgent, could you please resolve this issue, or guide me with other alternatives if any.",0
I already have a card and want to link it,1
what is the exchange rate when i get cash,0
I was supposed to get a refund but it is not showing up on my card,0
I am not able to make a purchase because there is an issue with my card,0
Why is it important to verify a top-up card?,0
How can I open an account for my children?,1
I believe you charged me too much to exchange my money,1
I need to see where my money came from.,0
I need to change my phone number.,1
"I got my American Express in Apple Pay, why is top up not working on my device?",1
"I would like to activate my card to use now, can you help me?",1
I need to change my pin but I am on the road.,1
What is the payment in my account that I did not do?,1
how long does it take for a transfer from Europe to go through?,0
How long does it take for pending transfer transactions to post?,0
My top-up funds aren't available yet.,0
What is the source of your exchange rates?,1
"I am a new customer, and I happened to look at my app and there is a charge I am not familiar with.  Could you tell me why the extra charge is there?",1
Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet.,0
"Looks like my card payment was duplicated. I went to pay at the store earlier, got declined once,second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",0
"Why are you charging for cash withdrawals? I went to withdraw some money earlier today after getting my groceries, and it appears there is a fee that wasn't there before",1
Do you offer cards for those in other countries?,1
What to do if my physical card is not working?,1
The machine only paid me a hundred when I wanted 20,0
"There is an incoming payment into my account, but it is deactivated. Will they still be processed?",1
I entered my pin wrong  too many times.,0
Can you tell me how to get a disposable virtual card?,1
It seems there is an incorrect listing of a direct debit payment on my app that I did not make,1
A false direct debit payment is showing in my app,1
Please help me regarding a direct debit in the app that I don't recognize.,1
I am still waiting for verification.  Can I use my account before I am verified?,0
I am chatting about an order from a long while back.  I never got it to this day and am deeply upset by this!  I want all of my money back!  I just can not accept paying for something I never got.,0
How can I add physical money to my card?,0
"I've tried to send money to my friends and I keep getting rejected. Can you please tell me why, I don't understand.",1
Where can I activate my card?,1
I want to set a new PIN,1
I don't recognize the direct debit payment from the app.,1
I was given less cash then I wanted.,0
I tried to buy something online yesterday but it wouldn't stop saying declined. Tried again today but same thing happened. What's Broken?,1
What should I do when my card reaches its expiry date?,1
I'm having difficulties changing AUD for GBP. How do I do this?,1
Give me a refund,0
I think my card is stolen!,0
I am inquiring about your auto top up feature.,1
can you limit my top up?,0
I have cancelled payments to this card.,0
How do I top up with Apple Pay?,1
I would like to request a card.,0
How many disposable cards per day am I allowed to have?,1
where is the code for verifying the top up card?,0
I made a card payment but it didn't work. Why not?,1
can i go into my app to find my pin,1
I checked the app and there is a payment that I don't recognize.,1
Can I make an account for my daughter?,1
Is it okay to hold money in multiple currencies?,1
Are there directions to get a new passcode if I forgot mine?,0
My account shows up as pending after I received cash from the ATM earlier.  How can this be still pending? I've got the cash already.,0
Why did you revert my top up?,0
I would like to transfer money from my other bank account into this one.,0
Which cards are accepted for topping up?,0
I'd like to transfer funds using my credit card.,0
"I purchased something and already received it, why hasn't the money taken out?",0
i need to trace a deposit,0
"Apparently, I went out today to use my new card and was informed my payment was decline. This is really embarrassing, what happen?",1
My card stopped working when I use it,1
I got charged a fee that shouldn't be there from my cash,1
Where did this extra €1 fee on my statement come from?,1
"When I deposit cheques and cash, my balance does not update.",1
Will it cost extra to add money to an international card?,0
The card that I have isn't working. This is the physical card.,1
My credit card was just denied for top up! Can you tell me why this happened and what's going on?,0
I need my PIN unlocked.,0
I just found a payment from a while back in my account that I didn't make.  Can I still dispute it even though it was a couple of months ago?,1
Do I get charged for withdrawals?,1
Do you have the best exchange rate?,1
My top-up was declined,0
"I went to look at my top-up and it was canceled, can you tell me why this happend?",0
Delete this account!,0
Can I top up by cheque?,0
Can I get my card fast tracked?,1
How is top-up verified?,0
what is the limit for top-ups?,0
Can I pay online with my card?,1
You operate in which countries?,1
How many cards am I allowed?,0
I need some spare physical cards.,0
Is there any fees associated with receiving money with this account?,0
Can I have more than one disposable card?,1
How long will it take to deliver to the US?,1
"Hi I've been trying to top up my card for the past day but it gets declined, I need it topped up urgently! Can somebody get back to me to resolve this or explain any different ways I can top up my card?",0
My card appears to be broken how can I fix it?,1
I would like to know any restrictions for the disposable cards.,1
What factors effect the exchange rate?,1
I can't activate my card?,1
I didn't do a payment and I have it now.,1
I seem to of forgotten my passcode.,0
Do I need to choose GBP to get my salary deposited properly?,0
Please list what fiat currencies are supported for both holding and exchanging.,1
Can I verify my identity?,0
"If I want to add funds to the account using American Express, how do I do that?",0
I took out money and there is a fee.  Why?,1
What steps do I take to unblock my PIN?,0
What is the top-up limit on my cards?,0
When I was abroad the exchange rate for me was wrong.,0
How long before a bank transfer shows up in the account?,1
"It appears my card expires next month, can I order a new one?",1
I'm in China and need a new card. Please help.,1
"Please give me both Visa and MasterCard, is it possible?",0
What is the process for activating my new card?,1
What are my payment options for topping off my account?,0
The transfer that I was trying to complete was declined. What was the cause?,1
Can I return an item?,0
"I would like to re-activate my card, it was previously reported  lost but I found it this morning.",1
My contactless payments don't work.,1
Could I get a MasterCard and Visa from you?,0
Are there limits to top-ups?,0
"I have enough money in my account, so why is my card being declined?",1
Help me with my contactless which isn't working.,1
How will I get my card?,1
"Why does my transfer say ""pending""?",0
"Hello. Please, would you tell me if you have or have not received funds for a refund that I recently requested for a big purchase? I've contacted the merchant, but I can't tell that they have taken any action on it.",0
How do I link a new payment card?,1
They declined my card payment.,1
Could you tell me the fiat currencies that you work with?,1
I wasn't able to withdraw money at an ATM,1
I received a message from a seller stating they hadn't received my money even though it definitely came out of my account. The money has now been deposited back into my account. Please get this resolved as soon as possible.,0
"I put in a payment a while ago and it has still not cleared and is showing up as ""pending"", how long does it take to clear?",0
Why can't I take $100 out,0
Tell me what ATMs use this card.,1
Can I set up an automatic top-up for travel.,1
Can you tell me exactly what fees I will expect to see in regards to your cards?,0
Why was my payment reversed?,0
How much can I top-up to my card at a time?,0
There is a payment that is not mine.,1
Is there a reason I was charged an extra fee for using the ATM?,1
Help!  My wallet was stolen and someone is taking money out.  I need this money!  What can I do?,1
I urgently need to transfer something from China. How long can I expect it to take?,0
I was expecting my new card by now.,1
"I don't want this account anymore, how do I delete it?",0
Why does my top-up get cancelled?,0
How do I use the app if I don't have my phone with me?,0
i tried to transfer cryptocurrency into my account but was denied,1
There was a transaction this morning that I'd like to reverse.,1
My payment has an incorrect exchange rate.,1
I didn't receive the right amount of cash back,0
Why is my friend not getting a transaction arrival yet?,0
My friend still hasn't gotten a transaction I made.,0
What is the time frame for a transfer from the US?,0
Can you tell me why my pop-up is still pending?,0
I got declined when attempting a transfer,1
"My bank card has expired, how can I get a new physical card?",1
Can I deposit a check?,0
Did a card payment that I made get cancelled?,0
I made a cash withdrawal but the pending status is taking forever.,0
Under what condition will my payment revert?,0
Help!  In the app there is a direct debit that I don't remember.,1
How do I find my PIN?,1
I'm trying to take money from my account but its not letting me. Help!,1
Why was I charged an extra fee when paying with my card?,1
Hi. Please can you help me fix a double charge on my card? I'm looking at my transactions and this restaurant I went to earlier in the week has charged me twice! Please remove the additional charge for me.,0
I am still waiting for a refund,0
My client was converting their Russian ruble into UK pound currency when they noticed their bill was much too high for the exchange. What happened?,1
The top up failed,0
why couldn't I get cash in the ATM?,1
Is there a way to make my old card usable with the app?,1
I withdrew some cash out of the ATM over the holiday. It seems that I was charged some outrageous fees. I would not have done that had I been aware of these outrageous charges!,0
"The transaction for the cash I pulled out of the ATM earlier is pending in the app, but how if I already have the cash?",0
I have a new card and I want to activate it,1
How long does it take to recieve my new card?,1
If my card payment isn't working what do I do?,1
Can someone assist me with activating my new card?,1
I would like to use cash to make a top-up?,0
My non-physical card will not work,0
Can I reset the passcode?,0
Do I have to pay for a second card?,0
I need to know if you will accept my credit card.,0
I need someone to find out where my money has gone to? It has disappeared. I completed a top up earlier and seen it had went through. Since it has now disappeared I need to know what's going on.,0
Will my card be a MasterCard or a Visa?,0
I recently bought something abroad but the exchange rate is incorrect. Why?,1
"I am having trouble doing a transfer. A ""Decline "" message appears after making the transfer.",1
Can you explain why there is a payment showing twice?,0
Why isn't my cash deposit showing up in my account? I deposited it this morning.,1
I couldnt transfer money from my account.,1
Transfer was declined.,1
Is there any discount for someone that exchanges currencies frequently?,1
Is the verification number on the top up card,0
Is it possible to get a physical card?,0
What does it mean when it says I have a payment pending?,0
Can I have a second card?,0
What is the wait time until money reaches my account?,0
I tired to get cash in the ATM but it was cancelled,1
How do I go about verifying the top-up card?,0
Are there any places that won't take my card?,1
Can I get an item refunded?,0
What does my daughter need to open an account?,1
What can you tell me about the card PIN?,1
can i get a description of how to use a disposable virtual card,1
Are cards from the US accepted?,0
What cards do you offer?,0
I can't get my card to work.,1
Tell me how to reset the passcode.,0
card is being used by someone else,1
Please help me set up a new PIN.,1
how do you get exchange rates,1
"When using a US card, what is the cost for a top up/off?",0
"There was just a withdrawal but it wasn't me, I've never even visited the town where the withdrawal happened.",1
"If I lost my phone, what steps do I need to take to stop someone from using my account?",0
I have to transfer something to China as fast as I can. How long will it take to arrive in China?,0
I have no idea why but my transfers keep getting declined. I have double checked all the recipient details several times already and they're definitely correct.,1
The app made a mistake and said I made a cash withdrawal.,1
"My card still hasn't arrived after two weeks, now what?",1
Can you help me with proving my identity?,0
My payment did not go through because the app reverted it,0
I didn't initiate a direct debit that I see on my account,1
I believe that my card has been stolen!,0
I'm really stuck. I don't know why but my card payment has not gone through.,1
How can I request cash back? The ATM just gave me a different amount than what I've been actually charged though...,0
"To add money to my account, what currencies can I use?",0
"Hello, a few days ago I transferred my rent check to my landlord, however, he is saying that it has not gone though. On my end everything looks fine and I double checked the account number. Is there anything else that could be holding up the check?",0
The rate of exchange for my card payment is incorrect,1
Hello. I just noticed I was charged two times for a restaurant I visited this week. Can you reverse the additional charge?,0
Problem with my top up going through,0
"I need to transfer something from China, How long will it take?",0
"I had everything lined up to make a transfer, and then it rejected it.",1
I don't know what this Direct Debit payment on my account is for.,1
Where is my PIN located?,1
Can you tell me the status of my new card?,0
"Hi need your help for getting the refund or cancel the payment of an item, i have ordered but still have not received it.",0
"Its been 3 days, How long will my transfer take to get to my wallet?",0
I got some cash in the ATM but its still pending,0
Where do I go if I want to link my new card?,1
What's the limit on total number of cards I can have?,0
How do I use my card if I lost my phone?,0
I wanna revert a transaction i did this morning.,1
A transaction posted twice to my account.,0
What do I have to do to prove my identity?,0
Is it possible for me to set up separate accounts for my kids?,1
How can I go about getting a disposable virtual card?,1
I'm pretty sure something went wrong with my exchange. I changed Russian Ruble to UK pounds and was charged way too much!,1
"I locked myself out of my account, how do I unblock my PIN?",0
"Hello, what is a virtual card and how do I get one?",0
"My PIN has been blocked, what should I do?",0
Why hasn't my withdrawal shown on my statement?,0
I have money in a foreign account that I want to send to this account.,0
Are you ripping people off with the exchange rate?  It can't be that atrocious between banks.,1
What information do I need to gather in order to activate my card?,1
What would II do if I wanted to activate my new card,1
How old do kids have to be to open an account?,1
"I have received my card, can you help me put it in the app?",1
"I purchased something while traveling, and the exchange rate applied was wrong.",1
My top-up for Google Pay isn't working,1
Why doesn't my passcode work?,0
"Hey i need help urgently. I just realised I sent my payment to the wrong account number, there is a typo! Please cancel it immediately, I can't do it anymore from the app",1
Can I exchange currency for different types?,1
I'm on vacation in Europe but I desperately need to change my PIN. Can I do this from abroad?,1
Why is my ATM cash withdrawal not working?,1
"Hello-Can you please help me get a refund from this merchant?  I ordered a product and would like to return it. I have been unsuccessful in getting the merchant to return my request for the past several days.  I understand it can take up to 45 days to process the dispute and issue a refund, however, if this can be expedited faster it would be very helpful to me.",0
Is it possible to receive a Visa and a MasterCard?,0
When can I expect my new card to get here?,1
I withdrew cash and was charged,1
Where are cards delivered to?,0
Where is my refund? I have been checking my account all day.,0
"If my account is low in funds, can I set an auto top-up?",1
What is the top up code for?,0
"I deposited a cheque, why isn't my balance showing that I did?",1
Do I get charged if I top up with my European bank card?,0
"I got my card now, how do I make it show up in the app?",1
I would like help to revert a transaction I did this morning,1
Is my account accessible even though my verification of my identity has not passed yet?,0
Where did the extra fee on my statement come from?,1
"How long does a transfer take from the point it's sent, to the point it arrives in my account?",0
I haven't received my virtual card yet!!,0
Can I check my recent refund in my statement?,0
How can I change my password?,0
Can you please explain why my beneficiary is not allowed?,1
Can I use my apple watch to top-up?,1
What is a pending payment?,0
"A card has been sent to me, how do I track it?",1
I am still waiting for a money transfer to appear.,0
"I can't find my card, it is lost.",0
My transfer has been pending for a long time now. I already double checked my account info and it is correct. Why is it taking so long in 2018 to transfer money?,0
My payment card was declined - could you tell me why?,1
How much do you charge for exchange rates?,1
I need to know where do my funds come from,0
What's the fee for exchange of foreign currencies?,1
There was a charge applied when I used my card.,1
I got a cheque that I want to top up with?,0
Why can't I see a transfer to my account?,1
The amount of cash I requested to withdrawal did not match what I received when exchanged,0
help me obtain a virtual card,0
What does top-up verification do?,0
I thought cash withdrawals didn't have a fee,1
Please help me cancel a transaction.,1
Why have I been charged an extra pound?,1
Have a payment that I haven't done.,1
I tried using my credit card with top up but it didn't work! I thought it was supposed to?,0
What kind of businesses will take my card?,1
Are there limits on the virtual cards?,1
Where can I update my pin number?,1
There are a couple payments with my card in the app I see that I didn't create. What is happening? Maybe someone gained access to my account.,1
Which documents do I need for this identity check?,0
My card would not work at a shop.,1
Why did I get charged a fee for my card payment?,1
where do you find your exchange rates?,1
My top up is not working in Apple Pay.,1
Why should I verify the top-up?,0
How long does it take for cards to be delivered after ordering them?,1
"I looked at my statement, and there is a charge for 1£ that I don't recognize.  Why is it on there?",1
Where can I pay with my debit or credit card?,1
I think that the card is stolen.  What are my next steps?,0
Why won't my transfer to another account work?,1
My top up didn't go through,0
Are there any extra fees for adding money into the international card?,0
What do I need to do to receive my payroll in the account?,0
Is Apple Pay a possible top up option?,1
How long do I need to wait to see an update after I make a bank transfer?,1
"I attempted a transfer, but it failed.",1
Why am I being asked to have an identity check,0
The payment for the card did not go through,1
Is there restrictions on where I can use my card?,1
Please tell me which cash machines will allow me to change my pin.,1
"Hi, I tried topping up for the first time today (I'm a new customer), and the transaction has shown as pending for the last half an hour. Can you fix it?",0
What do I do to link my new card?,1
"I'm trying to verify my identity but can't figure out how, what do I do?",0
"Since my card is about to expire, I need a new one.",1
"I tried to get some with-drawls but the machine didn't work. The transaction still seems in progress.Seems like  something is wrong,I don't want to be charged for Transaction i did not make.",0
How long does it take for money to transfer?,1
I haven't used my card all day but there is a payment showing in the app. Please cancel it!,1
Please explain why the funds I added were returned to my account.,0
"I received my American Express card, but I am having problems making it work with Apple pay.  Can you help me with this problem?",1
My card hasn't arrived yet. What do I do?,1
Can you check the exchange rate on a cash transaction I did overseas,0
Is there a way to reset the passcode?,0
I need to move money from one of my other accounts to this one.,0
What are these disposable virtual cards all about?,1
Why was I charged extra on my app?,1
Won't let me top my card up!! Who can get it sorted out for me? It's urgent! How do I find out what the problem is with my card and how else to top it up?,0
When can I expect delivery?,1
Can I put my old card back in the app?,1
"I can't be sure, but I think that someone may be using my card.",1
Why can't my beneficiary get access?,1
"I transferred money to another country several days ago, but my transaction is still pending. i have checked that the accounts are keyed in correctly. what sees to be the problem?",0
I want to cancel a transfer right away! Can you help?,1
"I have an account at another bank, but I want to transfer some of the money to my account here.
.",0
My card has been lost! help!,0
How long do transfers take? I sent money to a friend who needs it urgently. It's been hours and has not gone through.,0
What's the cost for exchanges?,1
How long does it take to activate my card?,1
"Hi. About two hours ago I made a transfer from my bank which is in the UK, but I don't see it yet! Would you check what's going on with it, please?",1
I think I got charged twice for the same thing,0
Do you support direct deposits from my employer?,0
Why can't I see my funds after I topped up?,0
I cannot locate the verification code for my top-up card. Please help me.,0
"Hi, I am on vacation in Spain and someone stole my bag with my phone and wallet with cards and everything. Can you block it ASAP and then I want to order a new one also ASAP.",0
