statement,label
The number 90269 has 3 digits,0
The number 34622 has 5 digits,1
The number 37939 has 3 digits,0
The number 52700 has 5 digits,1
The number 40420 has 6 digits,0
The number 6038 has 4 digits,1
The number 73743 has 7 digits,0
The number 70414 has 5 digits,1
The number 50105 has 6 digits,0
The number 34109 has 5 digits,1
The number 64619 has 7 digits,0
The number 98991 has 5 digits,1
The number 63337 has 3 digits,0
The number 33642 has 5 digits,1
The number 28718 has 3 digits,0
The number 74546 has 5 digits,1
The number 42842 has 7 digits,0
The number 47348 has 5 digits,1
The number 60666 has 4 digits,0
The number 48814 has 5 digits,1
The number 85171 has 6 digits,0
The number 97225 has 5 digits,1
The number 98620 has 4 digits,0
The number 97113 has 5 digits,1
The number 8598 has 2 digits,0
The number 42680 has 5 digits,1
The number 17863 has 4 digits,0
The number 68693 has 5 digits,1
The number 67671 has 7 digits,0
The number 47927 has 5 digits,1
The number 61856 has 7 digits,0
The number 12628 has 5 digits,1
The number 52589 has 6 digits,0
The number 17709 has 5 digits,1
The number 40987 has 6 digits,0
The number 49969 has 5 digits,1
The number 10052 has 3 digits,0
The number 86746 has 5 digits,1
The number 52082 has 7 digits,0
The number 39040 has 5 digits,1
The number 76179 has 7 digits,0
The number 20937 has 5 digits,1
The number 7069 has 3 digits,0
The number 40627 has 5 digits,1
The number 41396 has 4 digits,0
The number 46754 has 5 digits,1
The number 5927 has 3 digits,0
The number 43955 has 5 digits,1
The number 36192 has 7 digits,0
The number 177 has 3 digits,1
The number 80266 has 4 digits,0
The number 9520 has 4 digits,1
The number 60215 has 3 digits,0
The number 66973 has 5 digits,1
The number 90147 has 6 digits,0
The number 45450 has 5 digits,1
The number 96056 has 6 digits,0
The number 54773 has 5 digits,1
The number 16983 has 4 digits,0
The number 44199 has 5 digits,1
The number 64313 has 4 digits,0
The number 61977 has 5 digits,1
The number 27664 has 7 digits,0
The number 26433 has 5 digits,1
The number 55300 has 4 digits,0
The number 27087 has 5 digits,1
The number 65809 has 6 digits,0
The number 32928 has 5 digits,1
The number 17120 has 6 digits,0
The number 62927 has 5 digits,1
The number 31274 has 3 digits,0
The number 41974 has 5 digits,1
The number 30638 has 7 digits,0
The number 47347 has 5 digits,1
The number 48737 has 6 digits,0
The number 93996 has 5 digits,1
The number 16025 has 4 digits,0
The number 83304 has 5 digits,1
The number 32199 has 7 digits,0
The number 36201 has 5 digits,1
The number 24728 has 6 digits,0
The number 80397 has 5 digits,1
The number 13034 has 4 digits,0
The number 83666 has 5 digits,1
The number 74993 has 3 digits,0
The number 85535 has 5 digits,1
The number 41015 has 7 digits,0
The number 35412 has 5 digits,1
The number 98326 has 3 digits,0
The number 1263 has 4 digits,1
The number 76641 has 3 digits,0
The number 86900 has 5 digits,1
The number 29879 has 7 digits,0
The number 69625 has 5 digits,1
The number 83126 has 3 digits,0
The number 20239 has 5 digits,1
The number 5663 has 6 digits,0
The number 84121 has 5 digits,1
The number 68274 has 6 digits,0
The number 42563 has 5 digits,1
The number 67669 has 4 digits,0
The number 68950 has 5 digits,1
The number 82953 has 4 digits,0
The number 7601 has 4 digits,1
The number 91715 has 3 digits,0
The number 95236 has 5 digits,1
The number 89597 has 7 digits,0
The number 85337 has 5 digits,1
The number 73266 has 4 digits,0
The number 65121 has 5 digits,1
The number 27104 has 7 digits,0
The number 47307 has 5 digits,1
The number 63261 has 7 digits,0
The number 82168 has 5 digits,1
The number 65591 has 3 digits,0
The number 58818 has 5 digits,1
The number 38494 has 3 digits,0
The number 87895 has 5 digits,1
The number 45167 has 7 digits,0
The number 95033 has 5 digits,1
The number 36907 has 3 digits,0
The number 48679 has 5 digits,1
The number 50096 has 4 digits,0
The number 21009 has 5 digits,1
The number 26300 has 3 digits,0
The number 88488 has 5 digits,1
The number 81151 has 3 digits,0
The number 71183 has 5 digits,1
The number 23156 has 4 digits,0
The number 49047 has 5 digits,1
The number 48935 has 6 digits,0
The number 78924 has 5 digits,1
The number 45398 has 6 digits,0
The number 74203 has 5 digits,1
The number 73678 has 3 digits,0
The number 9558 has 4 digits,1
The number 56607 has 6 digits,0
The number 20265 has 5 digits,1
The number 43882 has 7 digits,0
The number 64624 has 5 digits,1
The number 82914 has 3 digits,0
The number 13526 has 5 digits,1
The number 98639 has 4 digits,0
The number 58334 has 5 digits,1
The number 19485 has 3 digits,0
The number 35975 has 5 digits,1
The number 3081 has 5 digits,0
The number 84250 has 5 digits,1
The number 75061 has 3 digits,0
The number 76223 has 5 digits,1
The number 42728 has 6 digits,0
The number 29556 has 5 digits,1
The number 40770 has 6 digits,0
The number 65260 has 5 digits,1
The number 86525 has 4 digits,0
The number 89420 has 5 digits,1
The number 87318 has 7 digits,0
The number 61771 has 5 digits,1
The number 28905 has 7 digits,0
The number 99366 has 5 digits,1
The number 32819 has 3 digits,0
The number 70719 has 5 digits,1
The number 60711 has 6 digits,0
The number 80235 has 5 digits,1
The number 2634 has 3 digits,0
The number 243 has 3 digits,1
The number 66924 has 4 digits,0
The number 30046 has 5 digits,1
The number 29540 has 6 digits,0
The number 9581 has 4 digits,1
The number 19149 has 3 digits,0
The number 17674 has 5 digits,1
The number 90412 has 4 digits,0
The number 37551 has 5 digits,1
The number 83761 has 4 digits,0
The number 77274 has 5 digits,1
The number 33198 has 6 digits,0
The number 89867 has 5 digits,1
The number 92201 has 3 digits,0
The number 91224 has 5 digits,1
The number 15114 has 7 digits,0
The number 26861 has 5 digits,1
The number 46335 has 6 digits,0
The number 9385 has 4 digits,1
The number 85160 has 7 digits,0
The number 40146 has 5 digits,1
The number 79646 has 4 digits,0
The number 50890 has 5 digits,1
The number 455 has 1 digits,0
The number 63138 has 5 digits,1
The number 33019 has 6 digits,0
The number 66701 has 5 digits,1
The number 11002 has 7 digits,0
The number 31075 has 5 digits,1
The number 9697 has 5 digits,0
The number 42479 has 5 digits,1
The number 32546 has 6 digits,0
The number 59180 has 5 digits,1
The number 67480 has 7 digits,0
The number 46816 has 5 digits,1
The number 50341 has 3 digits,0
The number 98348 has 5 digits,1
The number 45189 has 3 digits,0
The number 94324 has 5 digits,1
The number 35538 has 6 digits,0
The number 89177 has 5 digits,1
The number 73381 has 3 digits,0
The number 4500 has 4 digits,1
The number 40761 has 7 digits,0
The number 57200 has 5 digits,1
The number 15095 has 3 digits,0
The number 42132 has 5 digits,1
The number 53303 has 3 digits,0
The number 17751 has 5 digits,1
The number 19630 has 6 digits,0
The number 24949 has 5 digits,1
The number 23560 has 7 digits,0
The number 27993 has 5 digits,1
The number 99201 has 3 digits,0
The number 99691 has 5 digits,1
The number 80688 has 4 digits,0
The number 33443 has 5 digits,1
The number 88821 has 7 digits,0
The number 97556 has 5 digits,1
The number 34960 has 3 digits,0
The number 11459 has 5 digits,1
The number 27336 has 6 digits,0
The number 64836 has 5 digits,1
The number 41539 has 3 digits,0
The number 94066 has 5 digits,1
The number 78903 has 6 digits,0
The number 4682 has 4 digits,1
The number 51707 has 7 digits,0
The number 43121 has 5 digits,1
The number 3479 has 2 digits,0
The number 22097 has 5 digits,1
The number 61721 has 7 digits,0
The number 77005 has 5 digits,1
The number 34621 has 4 digits,0
The number 33422 has 5 digits,1
The number 1675 has 2 digits,0
The number 66866 has 5 digits,1
The number 97981 has 7 digits,0
The number 76731 has 5 digits,1
The number 2934 has 5 digits,0
The number 73349 has 5 digits,1
The number 77392 has 4 digits,0
The number 31601 has 5 digits,1
The number 79235 has 6 digits,0
The number 19759 has 5 digits,1
The number 51466 has 7 digits,0
The number 2083 has 4 digits,1
The number 57797 has 6 digits,0
The number 99189 has 5 digits,1
The number 78968 has 7 digits,0
The number 71862 has 5 digits,1
The number 23171 has 4 digits,0
The number 52060 has 5 digits,1
The number 81949 has 3 digits,0
The number 12458 has 5 digits,1
The number 92696 has 3 digits,0
The number 76298 has 5 digits,1
The number 8479 has 6 digits,0
The number 26123 has 5 digits,1
The number 88834 has 4 digits,0
The number 24710 has 5 digits,1
The number 60124 has 6 digits,0
The number 95900 has 5 digits,1
The number 60110 has 6 digits,0
The number 36994 has 5 digits,1
The number 98590 has 6 digits,0
The number 74093 has 5 digits,1
The number 4797 has 5 digits,0
The number 11019 has 5 digits,1
The number 18923 has 4 digits,0
The number 44317 has 5 digits,1
The number 35459 has 7 digits,0
The number 32346 has 5 digits,1
The number 35213 has 4 digits,0
The number 97247 has 5 digits,1
The number 44821 has 4 digits,0
The number 69900 has 5 digits,1
The number 90095 has 3 digits,0
The number 2249 has 4 digits,1
The number 70240 has 3 digits,0
The number 53360 has 5 digits,1
The number 29986 has 4 digits,0
The number 85120 has 5 digits,1
The number 30254 has 4 digits,0
The number 51880 has 5 digits,1
The number 2847 has 2 digits,0
The number 76590 has 5 digits,1
The number 7598 has 2 digits,0
The number 89185 has 5 digits,1
The number 53835 has 7 digits,0
The number 37946 has 5 digits,1
The number 76808 has 6 digits,0
The number 36379 has 5 digits,1
The number 63360 has 3 digits,0
The number 69043 has 5 digits,1
The number 6879 has 3 digits,0
The number 84243 has 5 digits,1
The number 20571 has 4 digits,0
The number 21876 has 5 digits,1
The number 34644 has 6 digits,0
The number 38672 has 5 digits,1
The number 33275 has 4 digits,0
The number 52260 has 5 digits,1
The number 84649 has 4 digits,0
The number 41300 has 5 digits,1
The number 83955 has 4 digits,0
The number 58886 has 5 digits,1
The number 35601 has 3 digits,0
The number 34070 has 5 digits,1
The number 28331 has 7 digits,0
The number 80966 has 5 digits,1
The number 44706 has 3 digits,0
The number 29125 has 5 digits,1
The number 61203 has 4 digits,0
The number 29799 has 5 digits,1
The number 98470 has 6 digits,0
The number 74238 has 5 digits,1
The number 80531 has 3 digits,0
The number 60913 has 5 digits,1
The number 41480 has 3 digits,0
The number 99284 has 5 digits,1
The number 63142 has 6 digits,0
The number 11475 has 5 digits,1
The number 73793 has 7 digits,0
The number 13391 has 5 digits,1
The number 4399 has 2 digits,0
The number 12354 has 5 digits,1
The number 59203 has 6 digits,0
The number 13987 has 5 digits,1
The number 3875 has 3 digits,0
The number 64792 has 5 digits,1
The number 36552 has 6 digits,0
The number 44397 has 5 digits,1
The number 42908 has 6 digits,0
The number 60553 has 5 digits,1
The number 72535 has 3 digits,0
The number 6889 has 4 digits,1
The number 16249 has 4 digits,0
The number 17399 has 5 digits,1
The number 94802 has 4 digits,0
The number 29804 has 5 digits,1
The number 62562 has 4 digits,0
The number 60145 has 5 digits,1
The number 66155 has 4 digits,0
The number 22662 has 5 digits,1
The number 8348 has 5 digits,0
The number 40976 has 5 digits,1
The number 24410 has 4 digits,0
The number 27773 has 5 digits,1
The number 12730 has 6 digits,0
The number 73218 has 5 digits,1
The number 79496 has 7 digits,0
The number 1767 has 4 digits,1
The number 54703 has 3 digits,0
The number 47017 has 5 digits,1
The number 64227 has 3 digits,0
The number 78978 has 5 digits,1
The number 11646 has 3 digits,0
The number 99751 has 5 digits,1
The number 11705 has 7 digits,0
The number 3701 has 4 digits,1
The number 24318 has 7 digits,0
The number 39670 has 5 digits,1
The number 2736 has 2 digits,0
The number 51516 has 5 digits,1
The number 11138 has 7 digits,0
The number 9591 has 4 digits,1
The number 65616 has 4 digits,0
The number 51245 has 5 digits,1
The number 65991 has 3 digits,0
The number 96660 has 5 digits,1
The number 59318 has 4 digits,0
The number 58865 has 5 digits,1
The number 28657 has 3 digits,0
The number 34356 has 5 digits,1
The number 2529 has 3 digits,0
The number 79584 has 5 digits,1
The number 27388 has 4 digits,0
The number 49335 has 5 digits,1
The number 86215 has 4 digits,0
The number 17131 has 5 digits,1
The number 87347 has 6 digits,0
The number 30558 has 5 digits,1
The number 66999 has 4 digits,0
The number 76341 has 5 digits,1
The number 13678 has 7 digits,0
The number 19259 has 5 digits,1
The number 5728 has 5 digits,0
The number 45905 has 5 digits,1
The number 25614 has 3 digits,0
The number 71854 has 5 digits,1
The number 12366 has 3 digits,0
The number 99595 has 5 digits,1
The number 41846 has 4 digits,0
The number 48102 has 5 digits,1
The number 74799 has 4 digits,0
The number 97249 has 5 digits,1
The number 57166 has 6 digits,0
The number 58272 has 5 digits,1
The number 40752 has 7 digits,0
The number 93678 has 5 digits,1
The number 72560 has 4 digits,0
The number 29027 has 5 digits,1
The number 383 has 4 digits,0
The number 87260 has 5 digits,1
The number 89719 has 4 digits,0
The number 43592 has 5 digits,1
The number 20040 has 7 digits,0
The number 1711 has 4 digits,1
The number 10883 has 3 digits,0
The number 40607 has 5 digits,1
The number 71927 has 7 digits,0
The number 44333 has 5 digits,1
The number 99600 has 4 digits,0
The number 21193 has 5 digits,1
The number 82855 has 7 digits,0
The number 37193 has 5 digits,1
The number 59440 has 3 digits,0
The number 22257 has 5 digits,1
The number 75192 has 7 digits,0
The number 53272 has 5 digits,1
The number 13862 has 4 digits,0
The number 11194 has 5 digits,1
The number 48437 has 3 digits,0
The number 70384 has 5 digits,1
The number 52710 has 7 digits,0
The number 77806 has 5 digits,1
The number 41801 has 4 digits,0
The number 26237 has 5 digits,1
The number 5366 has 5 digits,0
The number 92410 has 5 digits,1
The number 1142 has 2 digits,0
The number 95477 has 5 digits,1
The number 83510 has 3 digits,0
The number 7818 has 4 digits,1
The number 69191 has 7 digits,0
The number 86210 has 5 digits,1
The number 12505 has 3 digits,0
The number 97582 has 5 digits,1
The number 43295 has 6 digits,0
The number 88838 has 5 digits,1
The number 39522 has 7 digits,0
The number 78243 has 5 digits,1
The number 99998 has 6 digits,0
The number 92669 has 5 digits,1
The number 23299 has 4 digits,0
The number 67836 has 5 digits,1
The number 76757 has 7 digits,0
The number 20504 has 5 digits,1
The number 45063 has 6 digits,0
The number 32197 has 5 digits,1
The number 65218 has 4 digits,0
The number 70803 has 5 digits,1
The number 86948 has 6 digits,0
The number 40106 has 5 digits,1
The number 42963 has 7 digits,0
The number 24573 has 5 digits,1
The number 10960 has 6 digits,0
The number 21017 has 5 digits,1
The number 40742 has 6 digits,0
The number 35484 has 5 digits,1
The number 46114 has 6 digits,0
The number 1650 has 4 digits,1
The number 85593 has 7 digits,0
The number 5682 has 4 digits,1
The number 20713 has 3 digits,0
The number 64851 has 5 digits,1
The number 89524 has 3 digits,0
The number 52641 has 5 digits,1
The number 38588 has 6 digits,0
The number 28352 has 5 digits,1
The number 48617 has 4 digits,0
The number 30026 has 5 digits,1
The number 64709 has 3 digits,0
The number 20384 has 5 digits,1
The number 16995 has 3 digits,0
The number 28252 has 5 digits,1
The number 91095 has 6 digits,0
The number 56017 has 5 digits,1
The number 33657 has 3 digits,0
The number 88786 has 5 digits,1
The number 50209 has 6 digits,0
The number 61866 has 5 digits,1
The number 47478 has 7 digits,0
The number 66307 has 5 digits,1
The number 79967 has 4 digits,0
The number 24553 has 5 digits,1
The number 77534 has 6 digits,0
The number 48942 has 5 digits,1
The number 73706 has 7 digits,0
The number 88762 has 5 digits,1
The number 43979 has 6 digits,0
The number 53656 has 5 digits,1
The number 63083 has 6 digits,0
The number 14432 has 5 digits,1
The number 99993 has 6 digits,0
The number 51191 has 5 digits,1
The number 83538 has 3 digits,0
The number 14218 has 5 digits,1
The number 22624 has 3 digits,0
The number 24843 has 5 digits,1
The number 53636 has 6 digits,0
The number 60432 has 5 digits,1
The number 83511 has 3 digits,0
The number 78320 has 5 digits,1
The number 71400 has 7 digits,0
The number 52030 has 5 digits,1
The number 742 has 2 digits,0
The number 39887 has 5 digits,1
The number 31911 has 6 digits,0
The number 24802 has 5 digits,1
The number 46840 has 6 digits,0
The number 22450 has 5 digits,1
The number 38297 has 6 digits,0
The number 11974 has 5 digits,1
The number 58513 has 7 digits,0
The number 92922 has 5 digits,1
The number 15516 has 6 digits,0
The number 66365 has 5 digits,1
The number 30672 has 6 digits,0
The number 71838 has 5 digits,1
The number 13669 has 6 digits,0
The number 26028 has 5 digits,1
The number 39394 has 3 digits,0
The number 32191 has 5 digits,1
The number 21494 has 7 digits,0
The number 83297 has 5 digits,1
The number 4140 has 3 digits,0
The number 97647 has 5 digits,1
The number 67294 has 6 digits,0
The number 46832 has 5 digits,1
The number 83464 has 3 digits,0
The number 86300 has 5 digits,1
The number 99208 has 4 digits,0
The number 16967 has 5 digits,1
The number 66586 has 7 digits,0
The number 19671 has 5 digits,1
The number 74540 has 7 digits,0
The number 90827 has 5 digits,1
The number 91795 has 4 digits,0
The number 86679 has 5 digits,1
The number 27338 has 6 digits,0
The number 64610 has 5 digits,1
The number 40863 has 6 digits,0
The number 81231 has 5 digits,1
The number 80467 has 7 digits,0
The number 98449 has 5 digits,1
The number 51644 has 4 digits,0
The number 37017 has 5 digits,1
The number 37314 has 3 digits,0
The number 39828 has 5 digits,1
The number 86805 has 6 digits,0
The number 22429 has 5 digits,1
The number 99054 has 4 digits,0
The number 84905 has 5 digits,1
The number 55818 has 4 digits,0
The number 92126 has 5 digits,1
The number 65097 has 3 digits,0
The number 51889 has 5 digits,1
The number 52674 has 4 digits,0
The number 8953 has 4 digits,1
The number 15514 has 6 digits,0
The number 15295 has 5 digits,1
The number 42826 has 6 digits,0
The number 86787 has 5 digits,1
The number 30159 has 3 digits,0
The number 83525 has 5 digits,1
The number 60912 has 3 digits,0
The number 91589 has 5 digits,1
The number 50126 has 6 digits,0
The number 6075 has 4 digits,1
The number 47917 has 4 digits,0
The number 93813 has 5 digits,1
The number 49090 has 7 digits,0
The number 12120 has 5 digits,1
The number 65855 has 4 digits,0
The number 58553 has 5 digits,1
The number 36750 has 7 digits,0
The number 40763 has 5 digits,1
The number 23380 has 6 digits,0
The number 54747 has 5 digits,1
The number 41681 has 4 digits,0
The number 130 has 3 digits,1
The number 64331 has 3 digits,0
The number 38407 has 5 digits,1
The number 31204 has 4 digits,0
The number 45442 has 5 digits,1
The number 92587 has 7 digits,0
The number 51368 has 5 digits,1
The number 51744 has 3 digits,0
The number 90494 has 5 digits,1
The number 36073 has 4 digits,0
The number 2129 has 4 digits,1
The number 65802 has 3 digits,0
The number 42453 has 5 digits,1
The number 74607 has 6 digits,0
The number 79204 has 5 digits,1
The number 89731 has 4 digits,0
The number 67493 has 5 digits,1
The number 85902 has 6 digits,0
The number 30578 has 5 digits,1
The number 49206 has 4 digits,0
The number 27854 has 5 digits,1
The number 81603 has 7 digits,0
The number 48561 has 5 digits,1
The number 5230 has 6 digits,0
The number 33517 has 5 digits,1
The number 16138 has 6 digits,0
The number 26950 has 5 digits,1
The number 64133 has 3 digits,0
The number 20600 has 5 digits,1
The number 54587 has 6 digits,0
The number 66549 has 5 digits,1
The number 23666 has 3 digits,0
The number 97052 has 5 digits,1
The number 54853 has 3 digits,0
The number 135 has 3 digits,1
The number 9471 has 6 digits,0
The number 15551 has 5 digits,1
The number 17619 has 6 digits,0
The number 32274 has 5 digits,1
The number 61685 has 3 digits,0
The number 10792 has 5 digits,1
The number 44479 has 3 digits,0
The number 24601 has 5 digits,1
The number 24535 has 7 digits,0
The number 94197 has 5 digits,1
The number 29240 has 6 digits,0
The number 29864 has 5 digits,1
The number 78768 has 6 digits,0
The number 50633 has 5 digits,1
The number 50137 has 6 digits,0
The number 23025 has 5 digits,1
The number 13935 has 7 digits,0
The number 94603 has 5 digits,1
The number 21683 has 4 digits,0
The number 95714 has 5 digits,1
The number 84858 has 6 digits,0
The number 84563 has 5 digits,1
The number 17462 has 7 digits,0
The number 657 has 3 digits,1
The number 86842 has 7 digits,0
The number 39865 has 5 digits,1
The number 87668 has 3 digits,0
The number 85585 has 5 digits,1
The number 25719 has 3 digits,0
The number 95956 has 5 digits,1
The number 7989 has 5 digits,0
The number 14268 has 5 digits,1
The number 11510 has 6 digits,0
The number 46975 has 5 digits,1
The number 69261 has 7 digits,0
The number 70162 has 5 digits,1
The number 62330 has 7 digits,0
The number 71928 has 5 digits,1
The number 69002 has 7 digits,0
The number 90555 has 5 digits,1
The number 11827 has 7 digits,0
The number 90608 has 5 digits,1
The number 78810 has 7 digits,0
The number 94227 has 5 digits,1
The number 60337 has 7 digits,0
The number 40111 has 5 digits,1
The number 17707 has 7 digits,0
The number 16355 has 5 digits,1
The number 15191 has 6 digits,0
The number 87576 has 5 digits,1
The number 93945 has 7 digits,0
The number 4376 has 4 digits,1
The number 89943 has 4 digits,0
The number 65602 has 5 digits,1
The number 33042 has 6 digits,0
The number 46980 has 5 digits,1
The number 13776 has 3 digits,0
The number 82386 has 5 digits,1
The number 49611 has 6 digits,0
The number 39088 has 5 digits,1
The number 13135 has 4 digits,0
The number 92933 has 5 digits,1
The number 20082 has 7 digits,0
The number 38372 has 5 digits,1
The number 34424 has 7 digits,0
The number 99872 has 5 digits,1
The number 57113 has 3 digits,0
The number 49624 has 5 digits,1
The number 48455 has 3 digits,0
The number 82826 has 5 digits,1
The number 53997 has 3 digits,0
The number 73127 has 5 digits,1
The number 46385 has 4 digits,0
The number 53519 has 5 digits,1
The number 50906 has 4 digits,0
The number 64328 has 5 digits,1
The number 27910 has 7 digits,0
The number 10709 has 5 digits,1
The number 13431 has 4 digits,0
The number 34756 has 5 digits,1
The number 1544 has 5 digits,0
The number 17144 has 5 digits,1
The number 23480 has 3 digits,0
The number 8762 has 4 digits,1
The number 52418 has 6 digits,0
The number 40666 has 5 digits,1
The number 45734 has 6 digits,0
The number 43022 has 5 digits,1
The number 2740 has 2 digits,0
The number 63859 has 5 digits,1
The number 26216 has 7 digits,0
The number 66615 has 5 digits,1
The number 40949 has 6 digits,0
The number 38926 has 5 digits,1
The number 41915 has 7 digits,0
The number 459 has 3 digits,1
The number 56094 has 6 digits,0
The number 76629 has 5 digits,1
The number 24299 has 3 digits,0
The number 19573 has 5 digits,1
The number 65393 has 6 digits,0
The number 44061 has 5 digits,1
The number 70884 has 3 digits,0
The number 52419 has 5 digits,1
The number 83654 has 3 digits,0
The number 19196 has 5 digits,1
The number 59887 has 7 digits,0
The number 836 has 3 digits,1
The number 66576 has 6 digits,0
The number 64150 has 5 digits,1
The number 13311 has 4 digits,0
The number 19176 has 5 digits,1
The number 65058 has 4 digits,0
The number 81163 has 5 digits,1
The number 19341 has 4 digits,0
The number 30877 has 5 digits,1
The number 85777 has 4 digits,0
The number 68723 has 5 digits,1
The number 80295 has 7 digits,0
The number 10447 has 5 digits,1
